L	D	resultado	R	PAPI_L2_TCM	fallo
256	1	9.103535	2048	135	0
256	1	13.884346	2048	376	0
256	1	11.943398	2048	156	0
256	1	11.650894	2048	161	0
256	1	12.279375	2048	190	0
256	1	11.854248	2048	262	0
256	1	11.055000	2048	139	0
256	1	9.389941	2048	188	0
256	1	9.981387	2048	151	0
256	1	10.057051	2048	316	0
256	5	9.854719	409	130	0
256	5	9.827677	409	156	0
256	5	9.522641	409	142	0
256	5	9.252616	409	164	0
256	5	9.519707	409	151	0
256	5	9.236186	409	150	0
256	5	10.570269	409	429	0
256	5	9.250171	409	156	0
256	5	11.904450	409	292	0
256	5	9.244010	409	152	0
256	12	13.439375	256	377	0
256	12	9.417344	256	232	0
256	12	9.385312	256	207	0
256	12	9.387813	256	212	0
256	12	9.385469	256	209	0
256	12	9.382344	256	190	0
256	12	9.360312	256	211	0
256	12	9.371250	256	216	0
256	12	9.479375	256	221	0
256	12	9.380781	256	201	0
256	51	9.383437	256	341	0
256	51	9.387656	256	341	0
256	51	9.380781	256	333	0
256	51	9.397031	256	346	0
256	51	9.384375	256	351	0
256	51	9.368125	256	345	0
256	51	9.565000	256	348	0
256	51	9.391719	256	355	0
256	51	9.372969	256	340	0
256	51	9.367344	256	340	0
256	93	9.505156	256	341	0
256	93	9.490312	256	349	0
256	93	9.410469	256	340	0
256	93	12.837188	256	522	0
256	93	9.400156	256	347	0
256	93	9.481250	256	341	0
256	93	9.398438	256	326	0
256	93	9.436250	256	345	0
256	93	9.496875	256	330	0
256	93	9.566875	256	356	0
768	1	9.632181	6144	628	0
768	1	9.093620	6144	281	0
768	1	9.274160	6144	453	0
768	1	9.090866	6144	268	0
768	1	9.400299	6144	641	0
768	1	9.119434	6144	313	0
768	1	9.197747	6144	402	0
768	1	9.091413	6144	285	0
768	1	9.163665	6144	417	0
768	1	9.093079	6144	280	0
768	5	9.684202	1228	410	0
768	5	10.635147	1228	479	0
768	5	9.227166	1228	291	0
768	5	9.213583	1228	275	0
768	5	14.208208	1228	657	0
768	5	13.485016	1228	665	0
768	5	9.221564	1228	262	0
768	5	10.852052	1228	547	0
768	5	9.226775	1228	272	0
768	5	9.220717	1228	287	0
768	12	9.465417	768	445	0
768	12	9.499844	768	470	0
768	12	9.768073	768	712	0
768	12	9.466302	768	473	0
768	12	11.182552	768	662	0
768	12	9.497292	768	498	0
768	12	9.470000	768	459	0
768	12	9.480521	768	435	0
768	12	9.482396	768	437	0
768	12	9.540833	768	506	0
768	51	9.641458	768	949	0
768	51	9.467708	768	892	0
768	51	9.493438	768	901	0
768	51	9.548229	768	1400	0
768	51	12.201042	768	1612	0
768	51	9.615521	768	918	0
768	51	15.463906	768	1266	0
768	51	9.528125	768	910	0
768	51	9.616042	768	919	0
768	51	9.755990	768	1072	0
768	93	9.945521	768	1050	0
768	93	9.694844	768	1026	0
768	93	9.623021	768	950	0
768	93	9.603958	768	931	0
768	93	9.677188	768	940	0
768	93	9.900885	768	1775	0
768	93	9.817552	768	937	0
768	93	9.661875	768	949	0
768	93	9.643906	768	1360	0
768	93	10.618854	768	1144	0
2048	1	9.099441	16384	2751	0
2048	1	9.719353	16384	3905	0
2048	1	9.129963	16384	3626	0
2048	1	9.142241	16384	2883	0
2048	1	9.095713	16384	3840	0
2048	1	10.389788	16384	5904	0
2048	1	9.146948	16384	2427	0
2048	1	9.099709	16384	2800	0
