L	D	resultado	R	PAPI_L2_TCM	fallo
2048	1	9.154612	16384	2007	0
2048	1	9.099951	16384	3381	0
2048	5	9.180073	3276	1702	0
2048	5	9.615775	3276	1008	0
2048	5	9.185116	3276	684	0
2048	5	9.204994	3276	672	0
2048	5	9.187546	3276	652	0
2048	5	9.193394	3276	4822	0
2048	5	9.198681	3276	596	0
2048	5	9.186410	3276	3718	0
2048	5	9.184200	3276	643	0
2048	5	9.233065	3276	869	0
2048	12	9.855410	2048	21722	0
2048	12	9.905684	2048	26817	0
2048	12	9.828066	2048	20060	0
2048	12	9.617891	2048	8324	0
2048	12	9.713418	2048	11117	0
2048	12	9.861016	2048	21516	0
2048	12	9.759590	2048	15431	0
2048	12	9.800762	2048	13646	0
2048	12	9.634082	2048	11089	0
2048	12	9.777422	2048	10589	0
2048	51	11.245859	2048	23339	0
2048	51	10.500664	2048	20552	0
2048	51	18.715859	2048	18319	0
2048	51	10.262813	2048	22030	0
2048	51	9.949199	2048	24027	0
2048	51	10.377891	2048	20301	0
2048	51	10.279336	2048	17496	0
2048	51	10.052383	2048	22084	0
2048	51	10.115879	2048	19036	0
2048	51	9.969512	2048	29077	0
2048	93	10.544180	2048	20819	0
2048	93	9.897539	2048	9633	0
2048	93	18.251504	2048	48448	0
2048	93	14.655391	2048	37631	0
2048	93	10.411465	2048	10264	0
2048	93	9.926152	2048	9274	0
2048	93	10.066816	2048	9903	0
2048	93	10.229414	2048	13362	0
2048	93	10.210234	2048	8312	0
2048	93	11.195137	2048	15097	0
3072	1	9.104230	24576	7944	0
3072	1	9.421823	24576	10700	0
3072	1	9.137850	24576	6796	0
3072	1	9.189215	24576	6780	0
3072	1	12.109836	24576	13943	0
3072	1	9.124022	24576	7706	0
3072	1	9.417568	24576	8053	0
3072	1	9.149538	24576	7996	0
3072	1	9.125018	24576	8245	0
3072	1	9.421787	24576	10557	0
3072	5	9.212476	4915	5715	0
3072	5	9.326852	4915	4987	0
3072	5	9.200545	4915	3235	0
3072	5	9.630641	4915	4859	0
3072	5	9.190551	4915	2577	0
3072	5	9.525510	4915	4272	0
3072	5	9.334340	4915	4587	0
3072	5	9.829567	4915	5546	0
3072	5	14.643597	4915	11812	0
3072	5	9.398275	4915	8377	0
3072	12	10.176055	3072	38805	0
3072	12	10.197773	3072	45793	0
3072	12	10.442201	3072	37642	0
3072	12	11.775182	3072	35136	0
3072	12	10.394740	3072	39725	0
3072	12	10.098828	3072	40484	0
3072	12	10.257448	3072	47556	0
3072	12	10.136992	3072	39800	0
3072	12	10.185885	3072	44244	0
3072	12	11.766094	3072	41212	0
3072	51	10.549284	3072	115667	0
3072	51	10.408607	3072	82906	0
3072	51	10.706250	3072	117108	0
3072	51	10.818997	3072	130533	0
3072	51	11.375052	3072	118490	0
3072	51	11.904010	3072	112789	0
3072	51	10.298177	3072	80320	0
3072	51	12.493385	3072	141001	0
3072	51	10.711641	3072	118307	0
3072	51	10.674062	3072	113256	0
3072	93	11.389167	3072	115164	0
3072	93	11.903281	3072	95456	0
3072	93	11.465312	3072	90995	0
3072	93	11.328659	3072	86690	0
3072	93	11.140195	3072	78033	0
3072	93	11.580182	3072	90369	0
3072	93	11.560417	3072	79992	0
3072	93	12.357826	3072	98035	0
3072	93	20.103398	3072	198486	0
3072	93	11.713542	3072	95322	0
8192	1	9.178523	65536	25156	0
8192	1	9.113293	65536	23087	0
8192	1	9.131284	65536	23543	0
8192	1	9.338129	65536	25669	0
8192	1	10.675096	65536	33359	0
8192	1	9.153611	65536	24240	0
8192	1	9.113120	65536	22658	0
8192	1	11.198859	65536	40882	0
8192	1	9.150887	65536	23261	0
8192	1	11.315720	65536	34172	0
8192	5	9.186566	13107	19855	0
8192	5	9.211246	13107	19784	0
8192	5	9.473628	13107	22963	0
8192	5	9.268504	13107	20408	0
8192	5	9.257652	13107	21569	0
8192	5	9.207678	13107	20441	0
8192	5	9.549017	13107	22015	0
8192	5	9.267359	13107	22538	0
8192	5	9.245692	13107	21888	0
8192	5	9.252757	13107	21805	0
8192	12	11.397993	8192	208118	0
8192	12	11.115815	8192	202611	0
8192	12	15.733799	8192	130392	0
8192	12	11.575054	8192	197575	0
8192	12	10.678452	8192	205808	0
8192	12	10.636460	8192	200958	0
8192	12	10.750562	8192	211056	0
8192	12	12.319546	8192	180294	0
8192	12	10.634829	8192	199070	0
8192	12	10.713784	8192	200995	0
8192	51	13.196611	8192	850321	0
8192	51	13.309458	8192	852980	0
8192	51	13.241050	8192	852282	0
8192	51	20.717656	8192	866545	0
8192	51	13.498076	8192	850354	0
8192	51	15.018252	8192	852131	0
8192	51	13.155581	8192	851956	0
8192	51	13.220039	8192	850764	0
8192	51	13.086318	8192	850577	0
8192	51	13.200571	8192	851749	0
8192	93	13.787979	8192	879855	0
8192	93	22.278135	8192	884198	0
8192	93	13.485234	8192	880827	0
8192	93	13.391362	8192	875993	0
8192	93	13.546152	8192	880624	0
8192	93	13.806011	8192	877544	0
8192	93	13.432432	8192	880329	0
8192	93	14.642510	8192	880485	0
8192	93	13.501519	8192	880307	0
8192	93	13.610962	8192	878312	0
16384	1	9.333889	131072	55017	0
16384	1	9.927269	131072	65328	0
16384	1	9.365624	131072	56162	0
16384	1	9.312488	131072	53366	0
16384	1	9.773926	131072	61865	0
16384	1	9.351622	131072	54997	0
16384	1	9.174132	131072	49729	0
16384	1	9.841136	131072	57871	0
16384	1	9.170102	131072	48599	0
16384	1	9.176419	131072	48343	0
16384	5	9.596410	26214	76529	0
16384	5	12.301917	26214	88148	0
16384	5	10.516349	26214	62006	0
16384	5	9.275183	26214	42879	0
16384	5	9.885258	26214	50809	0
16384	5	9.254162	26214	43028	0
16384	5	9.245440	26214	43202	0
16384	5	9.453265	26214	53427	0
16384	5	9.235044	26214	44034	0
16384	5	12.487262	26214	92760	0
16384	12	11.173027	16384	439897	0
16384	12	11.233762	16384	406975	0
16384	12	10.994390	16384	416472	0
16384	12	10.835842	16384	410900	0
16384	12	13.682024	16384	427379	0
16384	12	11.656133	16384	439502	0
16384	12	12.365950	16384	401979	0
16384	12	11.418652	16384	407802	0
16384	12	19.297202	16384	435289	0
16384	12	11.480300	16384	431784	0
16384	51	18.177419	16384	1705412	0
16384	51	18.986885	16384	1701567	0
16384	51	17.406191	16384	1705809	0
16384	51	36.282385	16384	1726828	0
16384	51	19.321287	16384	1706676	0
16384	51	20.243523	16384	1706908	0
16384	51	16.445964	16384	1705447	0
16384	51	18.622219	16384	1702554	0
16384	51	25.165103	16384	1707293	0
16384	51	20.706462	16384	1709828	0
16384	93	17.152571	16384	1763974	0
16384	93	15.621626	16384	1762335	0
16384	93	20.721851	16384	1763099	0
16384	93	15.644675	16384	1760069	0
16384	93	14.400339	16384	1761958	0
16384	93	15.244685	16384	1759874	0
16384	93	17.652649	16384	1763440	0
16384	93	15.175342	16384	1761415	0
16384	93	14.256338	16384	1761580	0
16384	93	14.331221	16384	1760765	0
32768	1	10.148742	262144	139946	0
32768	1	9.466304	262144	197558	0
32768	1	10.070648	262144	195619	0
32768	1	9.374719	262144	188379	0
32768	1	10.364061	262144	179098	0
32768	1	14.246386	262144	137223	0
32768	1	9.834172	262144	176213	0
32768	1	9.716089	262144	149525	0
32768	1	13.860964	262144	169829	0
32768	1	9.758100	262144	146978	0
32768	5	20.222562	52428	486574	0
32768	5	13.100009	52428	265506	0
32768	5	12.302005	52428	356294	0
32768	5	11.736115	52428	339482	0
32768	5	12.673889	52428	437797	0
32768	5	9.883276	52428	303616	0
32768	5	10.126476	52428	265351	0
32768	5	11.154871	52428	449014	0
32768	5	10.792099	52428	364667	0
32768	5	13.327582	52428	522895	0
32768	12	17.763843	32768	1572950	0
32768	12	17.607848	32768	1555723	0
32768	12	17.636740	32768	1390314	0
32768	12	26.463815	32768	1790105	0
32768	12	18.409873	32768	1456498	0
32768	12	20.940038	32768	1604045	0
32768	12	20.486351	32768	1554254	0
32768	12	26.582766	32768	1673761	0
32768	12	20.381255	32768	1543521	0
32768	12	20.997439	32768	1569318	0
32768	51	34.132519	32768	3417071	0
32768	51	27.987751	32768	3405787	0
32768	51	25.044937	32768	3402014	0
32768	51	27.114878	32768	3401544	0
32768	51	32.334166	32768	3407268	0
32768	51	36.946425	32768	3425189	0
32768	51	29.107439	32768	3414362	0
32768	51	26.427052	32768	3412694	0
32768	51	26.206295	32768	3406614	0
32768	51	26.424047	32768	3401244	0
32768	93	26.400837	32768	3520364	0
32768	93	26.380447	32768	3518933	0
32768	93	29.014165	32768	3519097	0
32768	93	28.930361	32768	3518351	0
32768	93	31.331245	32768	3521156	0
32768	93	28.019760	32768	3520265	0
32768	93	29.535723	32768	3519992	0
32768	93	28.610558	32768	3519394	0
32768	93	30.247161	32768	3516565	0
32768	93	37.162744	32768	3515963	0
