L	D	resultado	R	PAPI_L2_TCA	fallo
768	12	10.371667	768	81611	0
768	12	9.462708	768	81793	0
768	12	9.485000	768	81618	0
768	12	11.895260	768	81305	0
768	12	9.466406	768	81730	0
768	12	9.490990	768	81631	0
768	12	9.486823	768	81711	0
768	12	9.518594	768	81829	0
768	12	9.494948	768	81699	0
768	51	9.493646	768	81751	0
768	51	9.584948	768	81782	0
768	51	9.626563	768	81691	0
768	51	9.515729	768	81400	0
768	51	9.599271	768	81702	0
768	51	9.594375	768	81693	0
768	51	9.742760	768	81485	0
768	51	9.730104	768	81584	0
768	51	9.636354	768	81712	0
768	51	9.545573	768	81683	0
768	93	9.783125	768	77298	0
768	93	9.783750	768	77627	0
768	93	10.001354	768	77777	0
768	93	9.672500	768	77710	0
768	93	10.036927	768	76775	0
768	93	9.815729	768	77679	0
768	93	10.377604	768	77915	0
768	93	9.906823	768	77532	0
768	93	9.838542	768	75818	0
768	93	9.706198	768	76713	0
2048	1	9.163225	16384	307591	0
2048	1	9.257183	16384	307943	0
2048	1	9.206917	16384	307633	0
2048	1	9.106729	16384	307869	0
2048	1	9.129412	16384	307807	0
2048	1	9.125757	16384	307674	0
2048	1	10.109360	16384	307800	0
2048	1	9.347712	16384	307699	0
2048	1	9.102009	16384	307618	0
2048	1	9.851694	16384	307758	0
2048	5	9.191013	3276	225345	0
2048	5	9.185287	3276	225271	0
2048	5	9.176313	3276	225229	0
2048	5	9.229731	3276	225601	0
2048	5	9.507827	3276	225509	0
2048	5	9.273028	3276	225386	0
2048	5	9.297326	3276	225518	0
2048	5	9.184286	3276	225564	0
2048	5	9.193419	3276	225515	0
2048	5	9.178107	3276	225279	0
2048	12	9.917832	2048	217465	0
2048	12	9.757500	2048	217635	0
2048	12	9.710215	2048	217597	0
2048	12	9.937637	2048	217624	0
2048	12	9.940176	2048	217687	0
2048	12	10.335098	2048	217849	0
2048	12	15.280039	2048	217902	0
2048	12	9.872402	2048	217676	0
2048	12	9.743945	2048	217645	0
2048	12	9.689629	2048	217821	0
2048	51	9.928613	2048	217438	0
2048	51	9.867461	2048	217521	0
2048	51	10.017578	2048	217636	0
2048	51	10.164316	2048	217846	0
2048	51	9.802891	2048	217639	0
2048	51	10.400137	2048	217732	0
2048	51	10.166738	2048	217737	0
2048	51	10.597930	2048	217758	0
2048	51	9.966074	2048	217662	0
2048	51	9.840859	2048	217714	0
2048	93	10.265684	2048	218165	0
2048	93	9.835684	2048	217842	0
2048	93	10.282754	2048	217699	0
2048	93	10.168789	2048	217959	0
2048	93	10.046563	2048	217884	0
2048	93	10.099004	2048	217769	0
2048	93	10.216230	2048	217899	0
2048	93	9.882598	2048	217866	0
2048	93	10.114902	2048	218258	0
2048	93	10.097207	2048	217825	0
3072	1	9.500962	24576	461447	0
3072	1	9.163177	24576	461229	0
3072	1	9.127896	24576	461678	0
3072	1	9.173381	24576	461382	0
3072	1	9.089390	24576	461215	0
3072	1	17.642962	24576	463332	0
3072	1	9.115820	24576	461124	0
3072	1	9.095127	24576	461243	0
3072	1	9.212163	24576	461375	0
3072	1	9.599530	24576	461507	0
3072	5	9.191300	4915	338023	0
3072	5	9.306572	4915	338269	0
3072	5	9.223748	4915	337932	0
3072	5	9.177204	4915	337872	0
3072	5	9.284167	4915	338054	0
3072	5	9.172338	4915	338097	0
3072	5	9.172566	4915	337955	0
3072	5	9.348614	4915	337917	0
3072	5	9.195508	4915	338128	0
3072	5	12.728887	4915	338269	0
3072	12	9.998620	3072	326383	0
3072	12	9.921823	3072	326429	0
3072	12	10.401484	3072	326421	0
3072	12	9.985391	3072	326252	0
3072	12	9.951536	3072	326442	0
3072	12	10.005000	3072	326451	0
3072	12	10.448581	3072	326473	0
3072	12	10.536354	3072	326529	0
3072	12	10.083073	3072	326151	0
3072	12	10.336810	3072	326499	0
3072	51	10.658424	3072	326418	0
3072	51	10.608451	3072	326754	0
3072	51	11.130378	3072	326681	0
3072	51	10.855716	3072	326399	0
3072	51	10.482708	3072	326626	0
3072	51	10.388997	3072	326417	0
3072	51	18.620534	3072	328373	0
3072	51	19.550612	3072	330227	0
3072	51	10.677969	3072	326743	0
3072	51	10.654167	3072	326493	0
3072	93	11.961966	3072	329995	0
3072	93	11.152135	3072	329985	0
3072	93	11.205924	3072	330561	0
3072	93	11.150378	3072	330353	0
3072	93	11.442187	3072	330208	0
3072	93	11.348047	3072	329893	0
3072	93	11.450195	3072	330077	0
3072	93	16.301706	3072	332127	0
3072	93	11.262227	3072	331019	0
3072	93	19.373451	3072	332419	0
8192	1	9.460560	65536	1229972	0
8192	1	9.310896	65536	1229777	0
8192	1	9.122346	65536	1229519	0
8192	1	9.158317	65536	1229284	0
8192	1	9.785911	65536	1230670	0
8192	1	9.319627	65536	1229768	0
8192	1	9.116886	65536	1229414	0
8192	1	9.306357	65536	1229740	0
8192	1	9.326800	65536	1229863	0
8192	1	13.009065	65536	1233297	0
8192	5	9.523421	13107	901396	0
8192	5	10.089491	13107	901736	0
8192	5	9.549075	13107	901189	0
8192	5	9.263459	13107	901278	0
8192	5	9.231980	13107	901355	0
8192	5	9.473390	13107	901605	0
8192	5	9.262867	13107	901401	0
8192	5	9.245829	13107	901322	0
8192	5	9.254005	13107	901307	0
8192	5	9.651142	13107	901328	0
8192	12	10.731899	8192	870651	0
8192	12	14.847800	8192	871329	0
8192	12	17.091318	8192	871383	0
8192	12	10.666543	8192	870388	0
8192	12	10.611831	8192	870650	0
8192	12	10.626758	8192	870511	0
8192	12	11.430229	8192	870780	0
8192	12	10.671553	8192	870520	0
8192	12	10.939526	8192	870657	0
8192	12	10.669229	8192	870598	0
8192	51	13.431064	8192	881653	0
8192	51	13.173354	8192	881609	0
8192	51	15.817466	8192	881809	0
8192	51	23.036421	8192	882660	0
8192	51	14.118115	8192	881836	0
8192	51	13.598560	8192	881684	0
8192	51	13.314453	8192	881802	0
8192	51	13.617935	8192	881780	0
8192	51	13.277256	8192	881672	0
8192	51	14.022412	8192	881359	0
8192	93	13.293096	8192	890097	0
8192	93	13.921729	8192	890276	0
8192	93	13.475693	8192	890198	0
8192	93	13.840615	8192	890048	0
8192	93	13.429634	8192	890418	0
8192	93	13.607739	8192	890183	0
8192	93	13.442715	8192	890074	0
8192	93	13.434995	8192	891065	0
8192	93	17.209263	8192	890534	0
8192	93	13.529600	8192	890644	0
16384	1	9.285618	131072	2459715	0
16384	1	9.428881	131072	2459849	0
16384	1	10.094488	131072	2460450	0
16384	1	9.429448	131072	2459875	0
16384	1	10.336433	131072	2461697	0
16384	1	9.357075	131072	2460082	0
16384	1	9.191079	131072	2459228	0
16384	1	9.887072	131072	2461153	0
16384	1	9.156875	131072	2458766	0
16384	1	9.340866	131072	2459609	0
16384	5	9.638137	26214	1802732	0
16384	5	13.563691	26214	1808848	0
16384	5	9.495074	26214	1802873	0
16384	5	9.293286	26214	1802905	0
16384	5	9.702103	26214	1803480	0
16384	5	9.257581	26214	1802830	0
16384	5	9.260305	26214	1802838	0
16384	5	9.602593	26214	1803036	0
16384	5	9.244291	26214	1802941	0
16384	5	13.783693	26214	1804580	0
16384	12	11.173191	16384	1741233	0
16384	12	11.900901	16384	1741895	0
16384	12	11.020569	16384	1741402	0
16384	12	11.108909	16384	1741095	0
16384	12	12.015010	16384	1741204	0
16384	12	10.950017	16384	1741266	0
16384	12	10.980400	16384	1741166	0
16384	12	11.730735	16384	1741221	0
16384	12	18.090969	16384	1745004	0
16384	12	12.270994	16384	1741646	0
16384	51	23.226382	16384	1763899	0
16384	51	17.380403	16384	1763114	0
16384	51	17.974480	16384	1763262	0
16384	51	37.855371	16384	1764638	0
16384	51	18.785049	16384	1763276	0
16384	51	18.741694	16384	1763291	0
16384	51	17.389238	16384	1763048	0
16384	51	17.564934	16384	1763238	0
16384	51	26.606250	16384	1763595	0
16384	51	20.374287	16384	1763716	0
16384	93	16.638906	16384	1780057	0
16384	93	16.232544	16384	1781412	0
16384	93	21.977249	16384	1780886	0
16384	93	18.806082	16384	1781637	0
16384	93	18.973984	16384	1780554	0
16384	93	16.802148	16384	1780664	0
16384	93	16.522898	16384	1780859	0
16384	93	16.398008	16384	1780572	0
16384	93	18.005203	16384	1780417	0
16384	93	16.281086	16384	1780785	0
32768	1	9.702939	262144	4928706	0
32768	1	9.415369	262144	4927893	0
32768	1	9.938148	262144	4933739	0
32768	1	9.318469	262144	4928446	0
32768	1	11.042101	262144	4929255	0
32768	1	14.458021	262144	4931881	0
32768	1	10.192537	262144	4928181	0
32768	1	10.837164	262144	4929619	0
32768	1	9.448958	262144	4931272	0
32768	1	10.987707	262144	4928971	0
32768	5	20.076061	52428	3616191	0
32768	5	16.245139	52428	3614194	0
32768	5	16.833875	52428	3615329	0
32768	5	12.362026	52428	3613658	0
32768	5	11.988166	52428	3613520	0
32768	5	11.758734	52428	3613985	0
32768	5	15.139760	52428	3615135	0
32768	5	10.621274	52428	3614012	0
32768	5	10.619924	52428	3614244	0
32768	5	9.953011	52428	3614115	0
32768	12	20.358479	32768	3495924	0
32768	12	18.676279	32768	3498450	0
32768	12	22.660475	32768	3495526	0
32768	12	23.146072	32768	3496040	0
32768	12	31.795537	32768	3497160	0
32768	12	21.063760	32768	3495759	0
32768	12	19.259995	32768	3495817	0
32768	12	23.228489	32768	3496210	0
32768	12	30.368692	32768	3498443	0
32768	12	19.410021	32768	3495358	0
32768	51	27.720953	32768	3528797	0
32768	51	36.186235	32768	3529594	0
32768	51	27.456694	32768	3527348	0
32768	51	30.654316	32768	3528683	0
32768	51	26.263196	32768	3527445	0
32768	51	27.152953	32768	3526963	0
32768	51	36.405955	32768	3530498	0
32768	51	28.382795	32768	3528363	0
32768	51	29.402148	32768	3528124	0
32768	51	25.955598	32768	3527123	0
32768	93	37.716279	32768	3563670	0
32768	93	25.996377	32768	3561640	0
32768	93	25.590145	32768	3564009	0
32768	93	30.912393	32768	3561658	0
32768	93	25.959973	32768	3561531	0
32768	93	30.095809	32768	3561689	0
32768	93	28.912494	32768	3561607	0
32768	93	37.227928	32768	3564718	0
32768	93	29.060700	32768	3561243	0
32768	93	28.309274	32768	3563841	0
