L	D	resultado	R
256	1	18.260156	2048
256	1	15.538823	2048
256	1	13.766387	2048
256	1	13.624922	2048
256	1	9.098496	2048
256	1	9.230000	2048
256	1	12.560151	2048
256	1	12.531450	2048
256	1	10.304824	2048
256	1	9.798945	2048
256	1	9.816562	2048
256	1	9.571240	2048
256	1	9.215859	2048
256	1	10.801074	2048
256	1	9.440566	2048
256	1	9.423926	2048
256	1	9.205547	2048
256	1	9.238828	2048
256	1	9.328496	2048
256	1	9.559834	2048
256	1	9.506152	2048
256	1	10.103662	2048
256	1	9.498848	2048
256	1	9.377324	2048
256	1	9.222891	2048
256	1	9.252148	2048
256	1	9.224238	2048
256	1	9.145273	2048
256	1	9.230684	2048
256	1	9.102148	2048
256	1	9.102129	2048
256	1	9.215625	2048
256	1	9.248184	2048
256	1	9.099453	2048
256	1	9.104082	2048
256	1	9.096133	2048
256	1	9.237617	2048
256	1	9.217266	2048
256	1	9.222676	2048
256	1	9.112168	2048
256	1	9.218184	2048
256	1	9.240977	2048
256	1	9.208340	2048
256	1	9.222832	2048
256	1	9.241973	2048
256	1	9.229238	2048
256	1	9.234961	2048
256	1	9.233574	2048
256	1	9.234180	2048
256	1	9.232422	2048
256	1	9.408574	2048
256	1	9.234063	2048
256	1	9.228652	2048
256	1	9.501387	2048
256	1	9.237578	2048
256	1	9.117188	2048
256	1	9.247891	2048
256	1	9.102813	2048
256	1	9.105801	2048
256	1	9.381191	2048
256	1	9.104531	2048
256	1	9.108125	2048
256	1	9.235625	2048
256	1	9.103223	2048
256	1	9.355527	2048
256	1	9.525605	2048
256	1	9.286270	2048
256	1	9.108477	2048
256	1	9.328789	2048
256	1	9.098203	2048
256	1	9.099297	2048
256	1	9.499121	2048
256	1	9.103262	2048
256	1	9.107539	2048
256	1	9.246621	2048
256	1	9.114883	2048
256	1	9.107754	2048
256	1	9.581016	2048
256	1	9.099609	2048
256	1	9.102266	2048
256	1	9.242148	2048
256	1	9.100508	2048
256	1	9.095898	2048
256	1	9.096934	2048
256	1	9.107891	2048
256	1	9.096133	2048
256	1	9.108984	2048
256	1	9.249453	2048
256	1	9.103574	2048
256	1	9.099668	2048
256	1	9.109648	2048
256	1	9.103457	2048
