L	D	resultado	R
256	1	17.852983	2048
256	1	12.075806	2048
256	1	12.046426	2048
256	1	14.139502	2048
256	1	12.004614	2048
256	1	18.496201	2048
256	1	16.895483	2048
256	1	16.596719	2048
256	1	16.610366	2048
256	1	16.731787	2048
256	1	16.770439	2048
256	1	16.929917	2048
256	1	15.901768	2048
256	1	16.018164	2048
256	1	15.037441	2048
256	1	9.338809	2048
256	1	9.105996	2048
256	1	10.297812	2048
256	1	9.094590	2048
256	1	9.096289	2048
256	1	9.109355	2048
256	1	9.102168	2048
256	1	9.090762	2048
256	1	9.108828	2048
256	1	9.109141	2048
256	1	9.113730	2048
256	1	9.701797	2048
256	1	12.796895	2048
256	1	9.885840	2048
256	1	9.103516	2048
256	1	9.213516	2048
256	1	9.440684	2048
256	1	9.220781	2048
256	1	9.228574	2048
256	1	9.462324	2048
256	1	9.221387	2048
256	1	9.118438	2048
256	1	9.099473	2048
256	1	9.096680	2048
256	1	9.104258	2048
256	1	9.109375	2048
256	1	9.212266	2048
256	1	9.233203	2048
256	1	9.102246	2048
256	1	9.221406	2048
256	1	9.231094	2048
256	1	9.108711	2048
256	1	9.227168	2048
256	1	9.515625	2048
256	1	9.673945	2048
256	1	9.367676	2048
256	1	9.093027	2048
256	1	9.093281	2048
256	1	9.348672	2048
256	1	9.220801	2048
256	1	9.109609	2048
256	1	9.554805	2048
256	1	9.223906	2048
256	1	9.241484	2048
256	1	9.306348	2048
256	1	9.228887	2048
256	1	9.097207	2048
256	1	9.496934	2048
256	1	9.101250	2048
256	1	9.097578	2048
256	1	9.395000	2048
256	1	9.106816	2048
256	1	9.109512	2048
256	1	9.468711	2048
256	1	9.103164	2048
256	1	9.379551	2048
256	1	9.473711	2048
256	1	9.153789	2048
256	1	9.291836	2048
256	1	9.101172	2048
256	1	9.101035	2048
256	1	9.743906	2048
256	1	9.113047	2048
256	1	9.105078	2048
256	1	9.343711	2048
256	1	9.116465	2048
256	1	9.111074	2048
256	1	9.272949	2048
256	1	9.102246	2048
256	1	9.104863	2048
256	1	9.418652	2048
256	1	9.105645	2048
256	1	9.109766	2048
256	1	9.315449	2048
256	1	9.116973	2048
256	1	9.102930	2048
256	1	9.520801	2048
256	1	9.240293	2048
256	1	9.150996	2048
256	1	9.767031	2048
256	1	9.252910	2048
256	1	9.238906	2048
256	1	9.223027	2048
256	1	9.108398	2048
256	1	9.235117	2048
256	5	9.242445	409
256	5	9.244499	409
256	5	9.263178	409
256	5	9.231491	409
256	5	9.236186	409
256	5	9.241565	409
256	5	9.221907	409
256	5	9.272176	409
256	5	9.253301	409
256	5	9.229731	409
256	5	9.280685	409
256	5	9.262396	409
256	5	9.222298	409
256	5	9.255941	409
256	5	9.225428	409
256	5	9.259756	409
256	5	9.262592	409
256	5	9.262200	409
256	5	9.254670	409
256	5	9.200685	409
256	5	9.259658	409
256	5	9.254083	409
256	5	9.261027	409
256	5	13.088900	409
256	5	9.308460	409
256	5	10.111785	409
256	5	9.266797	409
256	5	9.553252	409
256	5	9.255159	409
256	5	9.248215	409
256	5	9.257800	409
256	5	9.251638	409
256	5	9.250562	409
256	5	9.240587	409
256	5	12.766455	409
256	5	9.232078	409
256	5	9.263178	409
256	5	9.276870	409
256	5	12.405086	409
256	5	13.078240	409
256	5	9.249487	409
256	5	9.260831	409
256	5	12.991296	409
256	5	12.905232	409
256	5	9.268460	409
256	5	9.284205	409
256	5	9.245086	409
256	5	9.287628	409
256	5	9.784156	409
256	5	9.259071	409
256	5	9.341222	409
256	5	9.239315	409
256	5	9.242054	409
256	5	9.291540	409
256	5	9.257017	409
256	5	9.265721	409
256	5	9.256430	409
256	5	9.275403	409
256	5	9.253007	409
256	5	9.279609	409
256	5	9.269535	409
256	5	9.255159	409
256	5	9.218484	409
256	5	9.268362	409
256	5	9.252127	409
256	5	9.260342	409
256	5	10.168998	409
256	5	9.245183	409
256	5	10.901125	409
256	5	9.275501	409
256	5	9.264450	409
256	5	9.232469	409
256	5	9.243912	409
256	5	9.267090	409
256	5	9.244792	409
256	5	9.279609	409
256	5	9.224450	409
256	5	9.250465	409
256	5	9.261418	409
256	5	13.442152	409
256	5	9.645770	409
256	5	9.251247	409
256	5	9.224841	409
256	5	9.255452	409
256	5	9.282347	409
256	5	9.254083	409
256	5	16.475795	409
256	5	9.264352	409
256	5	9.233056	409
256	5	9.241858	409
256	5	9.246161	409
256	5	9.247433	409
256	5	9.237262	409
256	5	9.226797	409
256	5	9.241369	409
256	5	9.225037	409
256	5	9.268264	409
256	5	9.254279	409
256	5	9.239804	409
256	5	9.235306	409
256	12	9.353750	256
256	12	9.362500	256
256	12	12.351562	256
256	12	9.401719	256
256	12	9.380937	256
256	12	9.398594	256
256	12	9.405469	256
256	12	9.374063	256
256	12	9.388906	256
256	12	9.378594	256
256	12	9.380781	256
256	12	9.376250	256
256	12	9.378438	256
256	12	9.382969	256
256	12	9.389688	256
256	12	9.373750	256
256	12	9.389844	256
256	12	9.378281	256
256	12	9.377500	256
256	12	9.385469	256
256	12	9.421094	256
256	12	13.071250	256
256	12	9.380313	256
256	12	9.496250	256
256	12	9.405313	256
256	12	9.380469	256
256	12	9.385625	256
256	12	9.356719	256
256	12	9.372656	256
256	12	9.359687	256
256	12	9.396719	256
256	12	9.361875	256
256	12	9.388906	256
256	12	9.365937	256
256	12	9.345000	256
256	12	9.377500	256
256	12	9.328125	256
256	12	9.363906	256
256	12	9.387344	256
256	12	9.394063	256
256	12	9.383437	256
256	12	9.371250	256
256	12	9.372656	256
256	12	9.403906	256
256	12	9.357344	256
256	12	9.381719	256
256	12	9.341875	256
256	12	13.394219	256
256	12	9.356094	256
256	12	9.402812	256
256	12	9.413906	256
256	12	9.367500	256
256	12	9.372969	256
256	12	9.399219	256
256	12	9.396562	256
256	12	9.379219	256
256	12	17.606719	256
256	12	9.372500	256
256	12	9.407969	256
256	12	9.413281	256
256	12	9.412344	256
256	12	9.396406	256
256	12	9.388438	256
256	12	9.392969	256
256	12	9.425781	256
256	12	9.410000	256
256	12	9.370156	256
256	12	9.367500	256
256	12	9.373594	256
256	12	9.409375	256
256	12	9.394844	256
256	12	9.405313	256
256	12	9.368906	256
256	12	9.356719	256
256	12	9.366719	256
256	12	9.416562	256
256	12	9.348750	256
256	12	9.356563	256
256	12	10.693437	256
256	12	9.397656	256
256	12	9.361250	256
256	12	9.418906	256
256	12	9.384063	256
256	12	9.385469	256
256	12	9.399844	256
256	12	10.970937	256
256	12	9.328906	256
256	12	9.386406	256
256	12	9.395156	256
256	12	9.377969	256
256	12	9.730781	256
256	12	9.383906	256
256	12	10.172656	256
256	12	9.545625	256
256	12	9.473594	256
256	12	11.848437	256
256	12	9.360781	256
256	12	9.383906	256
256	12	9.312031	256
256	12	9.380000	256
256	51	9.402031	256
256	51	9.442187	256
256	51	9.411250	256
256	51	9.364062	256
256	51	9.375156	256
256	51	9.361562	256
256	51	9.343750	256
256	51	9.375156	256
256	51	9.420000	256
256	51	9.407969	256
256	51	9.484375	256
256	51	9.355625	256
256	51	9.407187	256
256	51	9.398281	256
256	51	9.405000	256
256	51	9.420781	256
256	51	9.413281	256
256	51	9.418281	256
256	51	9.357500	256
256	51	9.398125	256
256	51	10.622813	256
256	51	9.420312	256
256	51	9.412500	256
256	51	9.456563	256
256	51	9.446563	256
256	51	9.391719	256
256	51	9.393437	256
256	51	9.594844	256
256	51	9.362656	256
256	51	9.415781	256
256	51	11.610781	256
256	51	9.410312	256
256	51	9.384531	256
256	51	9.346875	256
256	51	9.410312	256
256	51	9.388750	256
256	51	9.440625	256
256	51	9.384688	256
256	51	9.411875	256
256	51	9.340000	256
256	51	9.390469	256
256	51	9.412812	256
256	51	9.387813	256
256	51	9.408594	256
256	51	9.386875	256
256	51	9.399219	256
256	51	9.382188	256
256	51	9.398594	256
256	51	9.390937	256
256	51	9.435313	256
256	51	9.360938	256
256	51	9.355781	256
256	51	9.380313	256
256	51	9.396406	256
256	51	10.895625	256
256	51	9.414375	256
256	51	9.564531	256
256	51	9.433750	256
256	51	9.417813	256
256	51	9.402656	256
256	51	9.361719	256
256	51	9.373750	256
256	51	9.378281	256
256	51	9.350781	256
256	51	9.356875	256
256	51	9.380469	256
256	51	9.412500	256
256	51	9.365000	256
256	51	9.353906	256
