L	D	resultado	R
256	1	9.397063	2048
256	1	9.546238	2048
256	1	9.226027	2048
256	1	9.160434	2048
256	1	9.123139	2048
256	1	9.117883	2048
256	1	9.138320	2048
256	1	9.171510	2048
256	1	9.132564	2048
256	1	9.128520	2048
256	1	9.118570	2048
256	1	9.572038	2048
256	1	9.521201	2048
256	1	9.274522	2048
256	1	9.134998	2048
256	1	9.128814	2048
256	1	9.137742	2048
256	1	9.136500	2048
256	1	9.282207	2048
256	1	9.122205	2048
256	1	9.122270	2048
256	1	9.124016	2048
256	1	9.129193	2048
256	1	9.127645	2048
256	1	9.129652	2048
256	1	9.140162	2048
256	1	9.126848	2048
256	1	13.517123	2048
256	1	9.187844	2048
256	1	9.128732	2048
256	1	9.143023	2048
256	1	9.182092	2048
256	1	9.142041	2048
256	1	9.152299	2048
256	1	9.117479	2048
256	1	9.126375	2048
256	1	9.128463	2048
256	1	9.149783	2048
256	1	9.139479	2048
256	1	9.121139	2048
256	1	9.157043	2048
256	1	9.121014	2048
256	1	9.144928	2048
256	1	9.142443	2048
256	1	9.126684	2048
256	1	9.122699	2048
256	1	9.125332	2048
256	1	9.143488	2048
256	1	9.147902	2048
256	1	9.121975	2048
256	1	9.124254	2048
256	1	9.116160	2048
256	1	9.155539	2048
256	1	9.136465	2048
256	1	9.157869	2048
256	1	9.128291	2048
256	1	9.138004	2048
256	1	9.116301	2048
256	1	9.130242	2048
256	1	9.133539	2048
256	1	15.031145	2048
256	1	18.512044	2048
256	1	10.364432	2048
256	1	10.336280	2048
256	1	9.802103	2048
256	1	10.042879	2048
256	1	9.692727	2048
256	1	9.715155	2048
256	1	9.365149	2048
256	1	9.443393	2048
256	1	9.128824	2048
256	1	9.123066	2048
256	1	9.120275	2048
256	1	9.130510	2048
256	1	9.130371	2048
256	1	15.464860	2048
256	1	9.189291	2048
256	1	11.551650	2048
256	1	9.788038	2048
256	1	12.041987	2048
256	1	11.732396	2048
256	1	11.498525	2048
256	1	10.055129	2048
256	1	10.845780	2048
256	1	10.766379	2048
256	1	9.430479	2048
256	1	9.741578	2048
256	1	10.041537	2048
256	1	9.984522	2048
256	1	9.121943	2048
256	1	9.169816	2048
256	1	9.294356	2048
256	1	9.124486	2048
256	1	9.138014	2048
256	1	9.106137	2048
256	1	9.163604	2048
256	1	9.122791	2048
256	1	9.121148	2048
256	1	9.141297	2048
256	1	9.126529	2048
256	5	9.261623	409
256	5	9.245076	409
256	5	9.363501	409
256	5	9.268958	409
256	5	9.263844	409
256	5	9.373800	409
256	5	9.278601	409
256	5	9.266279	409
256	5	9.272831	409
256	5	9.387902	409
256	5	9.271022	409
256	5	9.262729	409
256	5	9.494758	409
256	5	9.258650	409
256	5	9.262689	409
256	5	9.355501	409
256	5	9.273183	409
256	5	9.270269	409
256	5	9.267100	409
256	5	9.430455	409
256	5	9.259345	409
256	5	9.267883	409
256	5	9.396763	409
256	5	9.261526	409
256	5	9.272499	409
256	5	9.447638	409
256	5	9.263110	409
256	5	9.264098	409
256	5	9.379071	409
256	5	9.264733	409
256	5	9.266533	409
256	5	9.265721	409
256	5	9.350650	409
256	5	9.258425	409
256	5	9.270367	409
256	5	9.361056	409
256	5	9.279061	409
256	5	9.262836	409
256	5	9.369888	409
256	5	9.258983	409
256	5	9.262044	409
256	5	9.261985	409
256	5	9.278034	409
256	5	9.279296	409
256	5	9.258905	409
256	5	9.356978	409
256	5	9.271540	409
256	5	9.267130	409
256	5	9.461907	409
256	5	9.269721	409
256	5	9.271130	409
256	5	9.265301	409
256	5	9.315315	409
256	5	9.254856	409
256	5	9.261868	409
256	5	9.449692	409
256	5	9.270191	409
256	5	9.262944	409
256	5	9.346005	409
256	5	9.264039	409
256	5	9.264968	409
256	5	9.436773	409
256	5	9.269936	409
256	5	9.269575	409
256	5	9.260802	409
256	5	9.404538	409
256	5	9.305134	409
256	5	9.299306	409
256	5	9.372450	409
256	5	9.263579	409
256	5	9.260147	409
256	5	9.404538	409
256	5	9.263687	409
256	5	9.267912	409
256	5	9.264284	409
256	5	9.346445	409
256	5	9.265281	409
256	5	9.265633	409
256	5	9.450377	409
256	5	9.260968	409
256	5	9.270425	409
256	5	9.353222	409
256	5	9.270787	409
256	5	9.279628	409
256	5	9.384949	409
256	5	9.265017	409
256	5	18.679883	409
256	5	18.526729	409
256	5	17.499592	409
256	5	17.691553	409
256	5	10.862186	409
256	5	9.843848	409
256	5	10.867844	409
256	5	9.843936	409
256	5	10.734313	409
256	5	9.926650	409
256	5	10.575081	409
256	5	9.840797	409
256	5	9.843829	409
256	5	10.280068	409
256	12	10.315078	256
256	12	10.314578	256
256	12	10.608336	256
256	12	9.674500	256
256	12	9.964109	256
256	12	9.804953	256
256	12	9.981070	256
256	12	9.652703	256
256	12	9.679844	256
256	12	9.691406	256
256	12	16.166383	256
256	12	9.804688	256
256	12	9.393891	256
256	12	19.902219	256
256	12	13.282008	256
256	12	13.534996	256
256	12	10.334156	256
256	12	9.390547	256
256	12	12.733316	256
256	12	12.753305	256
256	12	10.099766	256
256	12	9.398703	256
256	12	12.235406	256
256	12	10.328773	256
256	12	9.658594	256
256	12	9.685875	256
256	12	9.411359	256
256	12	11.840656	256
256	12	11.816715	256
256	12	12.000879	256
256	12	11.796781	256
256	12	11.409906	256
256	12	9.796234	256
256	12	10.312859	256
256	12	11.377602	256
256	12	9.922937	256
256	12	9.685828	256
256	12	9.359937	256
256	12	10.475570	256
256	12	9.679438	256
256	12	9.360359	256
256	12	9.990820	256
256	12	9.717344	256
256	12	9.481156	256
256	12	9.375781	256
256	12	9.403844	256
256	12	9.639531	256
256	12	9.406469	256
256	12	9.583813	256
256	12	9.384078	256
256	12	9.374719	256
256	12	9.392625	256
256	12	9.402000	256
256	12	9.578484	256
256	12	9.424922	256
256	12	9.387813	256
256	12	9.402016	256
256	12	9.390797	256
256	12	9.510297	256
256	12	9.379750	256
256	12	9.380922	256
256	12	9.383156	256
256	12	9.384047	256
256	12	9.623047	256
256	12	9.394844	256
256	12	9.403109	256
256	12	9.380313	256
256	12	9.395734	256
256	12	9.513813	256
256	12	9.391609	256
256	12	9.400641	256
256	12	9.395437	256
256	12	9.421734	256
256	12	9.521281	256
256	12	9.375438	256
256	12	9.356922	256
256	12	9.389391	256
256	12	9.371734	256
256	12	14.746066	256
256	12	17.986953	256
256	12	17.382164	256
256	12	16.155070	256
256	12	16.246602	256
256	12	10.920063	256
256	12	10.010063	256
256	12	10.708781	256
256	12	15.399047	256
256	12	15.250914	256
256	12	10.640547	256
256	12	10.288156	256
256	12	14.895602	256
256	12	10.651469	256
256	12	10.319797	256
256	12	13.863797	256
256	12	13.848406	256
256	12	13.303277	256
256	12	13.564863	256
256	12	13.453906	256
256	12	13.290660	256
256	12	12.769441	256
256	51	11.002031	256
256	51	10.485750	256
256	51	11.004547	256
256	51	10.291906	256
256	51	12.305078	256
256	51	12.472746	256
256	51	12.747465	256
256	51	11.839750	256
256	51	10.656562	256
256	51	10.319016	256
256	51	12.295215	256
256	51	10.644156	256
256	51	10.296297	256
256	51	11.419008	256
256	51	10.298063	256
256	51	19.950430	256
256	51	10.304141	256
256	51	11.014062	256
256	51	10.318203	256
256	51	18.773031	256
256	51	18.780406	256
256	51	10.648016	256
256	51	11.013203	256
256	51	11.559102	256
256	51	11.026469	256
256	51	10.665578	256
256	51	10.636375	256
256	51	11.083883	256
256	51	10.633313	256
256	51	10.310813	256
256	51	10.444375	256
256	51	10.340266	256
256	51	10.298422	256
256	51	10.291359	256
256	51	10.309703	256
256	51	10.302812	256
256	51	10.301484	256
256	51	9.978734	256
256	51	9.659234	256
256	51	9.979062	256
256	51	10.309500	256
256	51	9.976930	256
256	51	9.408891	256
256	51	9.401125	256
256	51	9.432391	256
256	51	9.679969	256
256	51	9.969469	256
256	51	9.397438	256
256	51	9.414031	256
256	51	9.390797	256
256	51	9.379453	256
256	51	9.773500	256
256	51	9.398297	256
256	51	9.378000	256
256	51	9.966430	256
256	51	9.804578	256
256	51	9.406641	256
256	51	9.413531	256
256	51	9.396953	256
256	51	9.404016	256
256	51	9.385938	256
256	51	9.421406	256
256	51	9.579703	256
256	51	9.390750	256
256	51	9.398125	256
256	51	9.600906	256
256	51	9.394031	256
256	51	9.384078	256
256	51	9.383578	256
