L	D	resultado	R
256	1	17.434697	2048
256	1	22.775879	2048
256	1	21.511421	2048
256	1	16.820107	2048
256	1	19.990034	2048
256	1	21.902246	2048
256	1	16.145244	2048
256	1	22.330566	2048
256	1	9.223906	2048
256	1	9.096465	2048
256	1	9.119473	2048
256	1	9.229512	2048
256	1	9.218105	2048
256	1	9.100684	2048
256	1	11.878828	2048
256	1	9.479590	2048
256	1	9.227578	2048
256	1	12.429688	2048
256	1	9.100293	2048
256	1	9.110879	2048
256	1	9.324219	2048
256	1	9.237344	2048
256	1	9.376055	2048
256	1	9.364961	2048
256	1	9.515156	2048
256	1	10.357676	2048
256	1	9.104473	2048
256	1	9.089844	2048
256	1	9.110469	2048
256	1	10.107500	2048
256	1	9.189316	2048
256	1	9.158184	2048
256	1	9.233359	2048
256	1	9.102402	2048
256	1	9.101289	2048
256	1	10.065410	2048
256	1	9.108828	2048
256	1	9.100625	2048
256	1	9.235293	2048
256	1	9.103047	2048
256	1	9.107168	2048
256	1	9.108809	2048
256	1	9.099551	2048
256	1	9.101738	2048
256	1	9.099414	2048
256	1	9.094082	2048
256	1	9.096855	2048
256	1	9.101816	2048
256	1	9.094473	2048
256	1	9.103613	2048
256	1	9.110801	2048
256	1	9.092187	2048
256	1	9.268594	2048
256	1	10.100781	2048
256	1	9.111777	2048
256	1	9.311777	2048
256	1	9.113867	2048
256	1	9.208496	2048
256	1	9.231797	2048
256	1	9.095605	2048
256	1	9.234004	2048
256	1	9.238711	2048
256	1	9.102402	2048
256	1	9.225918	2048
256	1	9.224082	2048
256	1	9.096797	2048
256	1	9.238789	2048
256	1	9.289609	2048
256	1	9.103652	2048
256	1	9.225742	2048
256	1	9.226973	2048
256	1	9.104082	2048
256	1	9.243047	2048
256	1	9.216113	2048
256	1	9.354551	2048
256	1	9.609687	2048
256	1	9.164980	2048
256	1	9.227695	2048
256	1	9.232734	2048
256	1	9.108281	2048
256	1	9.234063	2048
256	1	9.220781	2048
256	1	9.106836	2048
256	1	9.233066	2048
256	1	9.230215	2048
256	1	9.113242	2048
256	1	9.103652	2048
256	1	9.100137	2048
256	1	9.102266	2048
256	1	9.106035	2048
256	1	9.170488	2048
256	1	9.108887	2048
256	1	9.096445	2048
256	1	9.100918	2048
256	1	9.102129	2048
256	1	9.440586	2048
256	1	9.222695	2048
256	1	10.565234	2048
256	1	9.848105	2048
256	1	9.242480	2048
256	5	9.258484	409
256	5	9.224254	409
256	5	9.237653	409
256	5	9.257800	409
256	5	9.255061	409
256	5	9.246650	409
256	5	9.235697	409
256	5	9.249487	409
256	5	9.248509	409
256	5	9.232665	409
256	5	9.224156	409
256	5	9.273056	409
256	5	9.239022	409
256	5	9.673643	409
256	5	9.235892	409
256	5	9.235599	409
256	5	9.245672	409
256	5	9.261711	409
256	5	9.260538	409
256	5	9.220440	409
256	5	9.238631	409
256	5	9.269633	409
256	5	9.240391	409
256	5	9.214474	409
256	5	9.253985	409
256	5	9.249682	409
256	5	9.267482	409
256	5	9.221907	409
256	5	9.269829	409
256	5	9.245183	409
256	5	12.949438	409
256	5	9.278435	409
256	5	9.249487	409
256	5	9.382005	409
256	5	11.531443	409
256	5	9.231296	409
256	5	9.224645	409
256	5	9.257604	409
256	5	9.260342	409
256	5	9.235599	409
256	5	9.251149	409
256	5	9.245770	409
256	5	9.279022	409
256	5	14.408900	409
256	5	9.279511	409
256	5	13.768998	409
256	5	13.760000	409
256	5	9.250562	409
256	5	9.287922	409
256	5	12.839511	409
256	5	9.267775	409
256	5	9.270220	409
256	5	9.267482	409
256	5	9.248020	409
256	5	9.253692	409
