L	D	resultado	R
256	1	23.941377	2048
256	1	23.479546	2048
256	1	23.833374	2048
256	1	15.899150	2048
256	1	22.656982	2048
256	1	22.341523	2048
256	1	15.596309	2048
256	1	14.818408	2048
256	1	20.640039	2048
256	1	21.921279	2048
256	1	14.919434	2048
256	1	17.888750	2048
256	1	14.163389	2048
256	1	14.331230	2048
256	1	14.308799	2048
256	1	11.945117	2048
256	1	9.467480	2048
256	1	12.891621	2048
256	1	12.873691	2048
256	1	9.330332	2048
256	1	9.086602	2048
256	1	9.107227	2048
256	1	9.385273	2048
256	1	11.047285	2048
256	1	9.783184	2048
256	1	9.380879	2048
256	1	9.847305	2048
256	1	9.568477	2048
256	1	9.380762	2048
256	1	9.100566	2048
256	1	9.096914	2048
256	1	9.101445	2048
256	1	9.101953	2048
256	1	9.093730	2048
256	1	9.105820	2048
256	1	9.219297	2048
256	1	9.098340	2048
256	1	9.105020	2048
256	1	9.226855	2048
256	1	9.172305	2048
256	1	9.104453	2048
256	1	9.229043	2048
256	1	9.104590	2048
256	1	9.365117	2048
256	1	11.548535	2048
256	1	9.484004	2048
256	1	9.818145	2048
256	1	9.109121	2048
256	1	9.119629	2048
256	1	9.212891	2048
256	1	9.275293	2048
256	1	9.103828	2048
256	1	9.091992	2048
256	1	9.270195	2048
256	1	9.225156	2048
256	1	9.097441	2048
256	1	9.394902	2048
256	1	9.227012	2048
256	1	9.116875	2048
256	1	9.612734	2048
256	1	9.092480	2048
256	1	9.108066	2048
256	1	9.312988	2048
256	1	9.107480	2048
256	1	9.107617	2048
256	1	9.251543	2048
256	1	9.353281	2048
256	1	10.347656	2048
256	1	9.451230	2048
256	1	9.694648	2048
256	1	9.107852	2048
256	1	9.110391	2048
256	1	9.352402	2048
256	1	9.104316	2048
256	1	9.114766	2048
256	1	9.472012	2048
256	1	9.099687	2048
256	1	9.100918	2048
256	1	9.566133	2048
256	1	9.098555	2048
256	1	9.121445	2048
256	1	9.266543	2048
256	1	9.096348	2048
256	1	9.100137	2048
256	1	9.449395	2048
256	1	9.099473	2048
256	1	9.100215	2048
256	1	9.270039	2048
256	1	9.694590	2048
256	1	12.710586	2048
256	1	9.306836	2048
256	1	9.144922	2048
256	1	9.108242	2048
256	1	9.111797	2048
256	1	9.112402	2048
256	1	9.109063	2048
256	1	9.104609	2048
256	1	9.103008	2048
256	1	9.100020	2048
256	1	9.119609	2048
256	5	9.220636	409
256	5	9.243619	409
256	5	9.231296	409
256	5	9.253301	409
256	5	13.122445	409
256	5	9.250171	409
256	5	9.269731	409
256	5	9.239022	409
256	5	9.259756	409
256	5	9.271980	409
256	5	9.256039	409
256	5	9.255452	409
256	5	9.262885	409
256	5	9.249389	409
256	5	13.370856	409
256	5	9.261418	409
256	5	11.603032	409
256	5	9.250660	409
256	5	9.443325	409
