L	D	resultado	R	PAPI_L2_TCM	fallo
32768	51	28.780817	32768	3416166	0
32768	51	28.986929	32768	3409247	0
32768	51	27.730739	32768	3412385	0
32768	51	28.713830	32768	3409644	0
32768	51	38.133458	32768	3415967	0
32768	51	34.061429	32768	3404621	0
32768	51	30.797858	32768	3408303	0
32768	51	36.186178	32768	3414647	0
32768	93	28.128511	32768	3519600	0
32768	93	30.467844	32768	3519498	0
32768	93	28.950280	32768	3519678	0
32768	93	23.080966	32768	3519397	0
32768	93	22.307699	32768	3516582	0
32768	93	27.051162	32768	3520581	0
32768	93	24.379396	32768	3520495	0
32768	93	22.522584	32768	3520693	0
32768	93	23.588976	32768	3516950	0
32768	93	29.642661	32768	3523508	0
