L	D	resultado	R	PAPI_SR_INS	fallo
16384	12	14.407407	16384	3277265	0
16384	12	12.032402	16384	3277265	0
16384	12	11.794885	16384	3277265	0
16384	51	16.519187	16384	3277265	0
16384	51	19.965745	16384	3277265	0
16384	51	18.437649	16384	3277265	0
16384	51	16.930054	16384	3277265	0
16384	51	16.173201	16384	3277265	0
16384	51	17.174509	16384	3277265	0
16384	51	19.772649	16384	3277265	0
16384	51	17.664189	16384	3277265	0
16384	51	16.752708	16384	3277265	0
16384	51	17.099287	16384	3277265	0
16384	93	14.697437	16384	3277265	0
16384	93	24.740066	16384	3277265	0
16384	93	15.776270	16384	3277265	0
16384	93	15.674685	16384	3277265	0
16384	93	16.543242	16384	3277265	0
16384	93	17.468154	16384	3277265	0
16384	93	17.066794	16384	3277265	0
16384	93	18.937668	16384	3277265	0
16384	93	17.619204	16384	3277265	0
16384	93	15.636838	16384	3277265	0
32768	1	9.416674	262144	52429265	0
32768	1	11.814979	262144	52429265	0
32768	1	9.536767	262144	52429265	0
32768	1	12.728769	262144	52429265	0
32768	1	9.638834	262144	52429265	0
32768	1	11.538870	262144	52429265	0
32768	1	9.459697	262144	52429265	0
32768	1	11.229953	262144	52429265	0
32768	1	14.538835	262144	52429265	0
32768	1	10.391494	262144	52429265	0
32768	5	13.883713	52428	10486065	0
32768	5	10.387882	52428	10486065	0
32768	5	10.431601	52428	10486065	0
32768	5	11.368585	52428	10486065	0
32768	5	10.833131	52428	10486065	0
32768	5	11.369619	52428	10486065	0
32768	5	10.092058	52428	10486065	0
32768	5	10.181774	52428	10486065	0
32768	5	11.422279	52428	10486065	0
32768	5	11.197647	52428	10486065	0
32768	12	19.052372	32768	6554065	0
32768	12	17.372068	32768	6554065	0
32768	12	17.021637	32768	6554065	0
32768	12	18.793558	32768	6554065	0
32768	12	25.055551	32768	6554065	0
32768	12	20.563474	32768	6554065	0
32768	12	21.217188	32768	6554065	0
32768	12	21.288453	32768	6554065	0
32768	12	26.769664	32768	6554065	0
32768	12	21.292919	32768	6554065	0
32768	51	27.692926	32768	6554065	0
32768	51	27.517421	32768	6554065	0
32768	51	29.068471	32768	6554065	0
32768	51	35.270588	32768	6554065	0
32768	51	28.400615	32768	6554065	0
32768	51	28.699912	32768	6554065	0
32768	51	27.384463	32768	6554065	0
32768	51	34.681349	32768	6554065	0
32768	51	28.240575	32768	6554065	0
32768	51	29.214233	32768	6554065	0
32768	93	22.478314	32768	6554065	0
32768	93	29.992368	32768	6554065	0
32768	93	24.958529	32768	6554065	0
32768	93	24.197542	32768	6554065	0
32768	93	29.274949	32768	6554065	0
32768	93	25.717741	32768	6554065	0
32768	93	24.148849	32768	6554065	0
32768	93	25.406342	32768	6554065	0
32768	93	24.838804	32768	6554065	0
32768	93	22.375145	32768	6554065	0
