L	D	resultado	R	PAPI_L1_TCM	fallo
256	1	13.474687	2048	1649	0
256	1	15.172666	2048	4978	0
256	1	13.679023	2048	5001	0
256	1	12.438896	2048	1847	0
256	1	13.578608	2048	1786	0
256	1	13.105122	2048	2338	0
256	1	12.433638	2048	1771	0
256	1	11.980156	2048	1744	0
256	1	11.925811	2048	1621	0
256	1	11.557417	2048	1977	0
256	5	11.646528	409	510	0
256	5	16.422249	409	3836	0
256	5	13.179218	409	828	0
256	5	13.736724	409	5776	0
256	5	9.243716	409	484	0
256	5	13.296333	409	3436	0
256	5	9.992078	409	629	0
256	5	10.634425	409	805	0
256	5	10.027873	409	807	0
256	5	9.301907	409	498	0
256	12	13.710156	256	1509	0
256	12	13.037187	256	2293	0
256	12	11.614062	256	1149	0
256	12	9.419844	256	483	0
256	12	9.588125	256	493	0
256	12	9.450781	256	470	0
256	12	9.484531	256	489	0
256	12	11.103438	256	691	0
256	12	9.430781	256	481	0
256	12	9.495156	256	476	0
256	51	10.110000	256	573	0
256	51	9.530313	256	485	0
256	51	9.666250	256	491	0
256	51	9.697812	256	493	0
256	51	11.537969	256	884	0
256	51	10.734531	256	656	0
256	51	15.059531	256	2054	0
256	51	11.836719	256	905	0
256	51	9.364844	256	469	0
256	51	9.660781	256	491	0
256	93	11.162344	256	5793	0
256	93	10.225312	256	4899	0
256	93	10.204062	256	5208	0
256	93	10.777344	256	5714	0
256	93	10.251875	256	5176	0
256	93	10.788750	256	6676	0
256	93	11.131562	256	5647	0
256	93	11.109219	256	5895	0
256	93	10.219062	256	5907	0
256	93	12.145781	256	5763	0
768	1	9.162012	6144	115518	0
768	1	9.163971	6144	115491	0
768	1	10.531829	6144	115426	0
768	1	9.112559	6144	115231	0
768	1	9.089492	6144	115455	0
768	1	9.107155	6144	115395	0
768	1	9.117480	6144	115909	0
768	1	10.183353	6144	115545	0
768	1	9.215814	6144	115279	0
768	1	9.092454	6144	115452	0
768	5	9.252117	1228	84499	0
768	5	9.366417	1228	84196	0
768	5	9.911173	1228	84322	0
768	5	9.308730	1228	84267	0
768	5	9.460912	1228	84302	0
768	5	9.305798	1228	84542	0
768	5	9.654235	1228	84595	0
768	5	9.254788	1228	84676	0
768	5	9.320912	1228	84581	0
768	5	9.397557	1228	84277	0
768	12	10.484844	768	81154	0
768	12	10.489583	768	81075	0
768	12	9.900469	768	81403	0
768	12	9.855000	768	81469	0
768	12	10.407917	768	80878	0
768	12	9.792135	768	81436	0
768	12	9.582604	768	81764	0
768	12	13.353073	768	80869	0
768	12	10.107292	768	81429	0
768	12	10.038854	768	81493	0
768	51	11.607083	768	80642	0
768	51	10.913333	768	80967	0
768	51	10.969740	768	80932	0
768	51	10.829583	768	81137	0
768	51	11.550990	768	80918	0
768	51	11.850885	768	80654	0
768	51	11.130729	768	81029	0
768	51	11.328802	768	80645	0
768	51	10.708958	768	81089	0
768	51	11.089323	768	80981	0
768	93	10.075000	768	76489	0
768	93	10.857083	768	77017	0
768	93	9.624531	768	77979	0
768	93	9.601198	768	76888	0
768	93	9.709740	768	75720	0
768	93	9.863229	768	76599	0
768	93	10.190677	768	75905	0
768	93	11.575260	768	76704	0
768	93	9.871042	768	77524	0
768	93	9.613854	768	76583	0
2048	1	9.119463	16384	307556	0
2048	1	9.415803	16384	307723	0
2048	1	9.217314	16384	307617	0
2048	1	9.180176	16384	307573	0
2048	1	9.637905	16384	308146	0
2048	1	9.207571	16384	307476	0
2048	1	9.136531	16384	307857	0
2048	1	9.113708	16384	307492	0
2048	1	9.835232	16384	307811	0
2048	1	9.182524	16384	307253	0
2048	5	9.421538	3276	225489	0
2048	5	9.318889	3276	225179	0
2048	5	9.303651	3276	225362	0
2048	5	9.711160	3276	225172	0
2048	5	9.418425	3276	225477	0
2048	5	9.300891	3276	225167	0
2048	5	9.236386	3276	225286	0
