L	D	resultado	R	PAPI_L3_TCA	fallo
2048	1	9.133911	16384	3292	0
2048	1	9.175020	16384	4808	0
2048	1	9.108821	16384	3499	0
2048	5	9.182637	3276	678	0
2048	5	9.180928	3276	634	0
2048	5	12.114432	3276	3784	0
2048	5	9.477131	3276	1000	0
2048	5	9.379841	3276	833	0
2048	5	9.196960	3276	623	0
2048	5	9.180806	3276	631	0
2048	5	9.239927	3276	791	0
2048	5	11.482161	3276	4920	0
2048	5	9.178706	3276	666	0
2048	12	10.128906	2048	9628	0
2048	12	9.708730	2048	13824	0
2048	12	9.605625	2048	9929	0
2048	12	9.675859	2048	15264	0
2048	12	9.453340	2048	1244	0
2048	12	10.052070	2048	19008	0
2048	12	9.550957	2048	1906	0
2048	12	9.480234	2048	4873	0
2048	12	9.637305	2048	10541	0
2048	12	9.982734	2048	1772	0
2048	51	10.598398	2048	21381	0
2048	51	10.063711	2048	19790	0
2048	51	10.000234	2048	28353	0
2048	51	10.002051	2048	15057	0
2048	51	10.167090	2048	20514	0
2048	51	10.271680	2048	18040	0
2048	51	10.165410	2048	21617	0
2048	51	9.932598	2048	19542	0
2048	51	10.256719	2048	13940	0
2048	51	39.543262	2048	51214	0
2048	93	10.214805	2048	8353	0
2048	93	10.601816	2048	11262	0
2048	93	10.004590	2048	10969	0
2048	93	10.532832	2048	9868	0
2048	93	10.975645	2048	11360	0
2048	93	9.978496	2048	7940	0
2048	93	10.068789	2048	9972	0
2048	93	9.948379	2048	9679	0
2048	93	11.796289	2048	26885	0
2048	93	10.138516	2048	9312	0
3072	1	9.137728	24576	7007	0
3072	1	9.213937	24576	9718	0
3072	1	13.117848	24576	17712	0
3072	1	9.111087	24576	6702	0
3072	1	9.787656	24576	9128	0
3072	1	9.114144	24576	7128	0
3072	1	9.092495	24576	7588	0
3072	1	9.189002	24576	7445	0
3072	1	9.130942	24576	6914	0
3072	1	9.116299	24576	5587	0
3072	5	9.239390	4915	8390	0
3072	5	9.533583	4915	4758	0
3072	5	9.198128	4915	3926	0
3072	5	9.323158	4915	3939	0
3072	5	10.488122	4915	6091	0
3072	5	9.258889	4915	5700	0
3072	5	9.301200	4915	3971	0
3072	5	9.266726	4915	2007	0
3072	5	9.405713	4915	4402	0
3072	5	9.165591	4915	3344	0
3072	12	13.404857	3072	46239	0
3072	12	10.338685	3072	42643	0
3072	12	10.312969	3072	36455	0
3072	12	9.975859	3072	35389	0
3072	12	10.125586	3072	39851	0
3072	12	10.608151	3072	41187	0
3072	12	10.142083	3072	38509	0
3072	12	10.607904	3072	36915	0
3072	12	9.956081	3072	35037	0
3072	12	10.049544	3072	39728	0
3072	51	10.778620	3072	77380	0
3072	51	11.213320	3072	119345	0
3072	51	10.718294	3072	81169	0
3072	51	10.603997	3072	88156	0
3072	51	10.983932	3072	112720	0
3072	51	15.124701	3072	147925	0
3072	51	10.421810	3072	69677	0
3072	51	10.650924	3072	107480	0
3072	51	10.793086	3072	115675	0
3072	51	10.760013	3072	112644	0
3072	93	10.919766	3072	66242	0
3072	93	11.076419	3072	84492	0
3072	93	11.212279	3072	90201	0
3072	93	12.007852	3072	82516	0
3072	93	10.847474	3072	59054	0
3072	93	22.027174	3072	227357	0
3072	93	12.676133	3072	112092	0
3072	93	11.300143	3072	72869	0
3072	93	10.875885	3072	50197	0
3072	93	11.005365	3072	63787	0
8192	1	9.356333	65536	25891	0
8192	1	9.308373	65536	25581	0
8192	1	9.604890	65536	30067	0
8192	1	9.129468	65536	23388	0
8192	1	9.134926	65536	25007	0
8192	1	9.262604	65536	25511	0
8192	1	9.146414	65536	23678	0
8192	1	10.575362	65536	27831	0
8192	1	9.130971	65536	22953	0
8192	1	9.162117	65536	23662	0
8192	5	9.390158	13107	26639	0
8192	5	9.262693	13107	20632	0
8192	5	9.736825	13107	26720	0
8192	5	9.231330	13107	20611	0
8192	5	9.231632	13107	20507	0
8192	5	9.274083	13107	20209	0
8192	5	14.027036	13107	30102	0
8192	5	9.454905	13107	35726	0
8192	5	9.258930	13107	21707	0
8192	5	9.430143	13107	24571	0
8192	12	10.662666	8192	198125	0
8192	12	10.657505	8192	199226	0
8192	12	10.663901	8192	206707	0
8192	12	11.116323	8192	207522	0
8192	12	11.053896	8192	202759	0
8192	12	10.728130	8192	204853	0
8192	12	10.859541	8192	199802	0
8192	12	10.859932	8192	205739	0
8192	12	11.545874	8192	185468	0
8192	12	14.659995	8192	124857	0
8192	51	13.533823	8192	851900	0
8192	51	13.410317	8192	853764	0
8192	51	15.330088	8192	853717	0
8192	51	13.425845	8192	853579	0
8192	51	13.174009	8192	852457	0
8192	51	13.785239	8192	850251	0
8192	51	13.159478	8192	853417	0
8192	51	30.711631	8192	857383	0
8192	51	13.161240	8192	853563	0
8192	51	13.249063	8192	852225	0
8192	93	13.388408	8192	880408	0
8192	93	13.377529	8192	881469	0
8192	93	13.532319	8192	880906	0
8192	93	13.534072	8192	879509	0
8192	93	17.628730	8192	882799	0
8192	93	15.737119	8192	881980	0
8192	93	13.574507	8192	880697	0
8192	93	13.729736	8192	879597	0
8192	93	13.415859	8192	880396	0
8192	93	13.657261	8192	880428	0
16384	1	10.140127	131072	70932	0
16384	1	9.368831	131072	63932	0
16384	1	9.424923	131072	55668	0
16384	1	9.795961	131072	72162	0
16384	1	9.260249	131072	50704	0
16384	1	9.471385	131072	72117	0
16384	1	10.465554	131072	74589	0
16384	1	9.354867	131072	55414	0
16384	1	9.393624	131072	57014	0
16384	1	10.109343	131072	64413	0
16384	5	10.284498	26214	94312	0
16384	5	9.559437	26214	70233	0
16384	5	9.596014	26214	66309	0
16384	5	9.517752	26214	86822	0
16384	5	9.802316	26214	64099	0
16384	5	9.359521	26214	56061	0
16384	5	10.270684	26214	109173	0
16384	5	13.442084	26214	82818	0
16384	5	10.372920	26214	117274	0
16384	5	9.666581	26214	96797	0
16384	12	14.541479	16384	409772	0
16384	12	12.750413	16384	508866	0
16384	12	12.229407	16384	475933	0
16384	12	14.971235	16384	562923	0
16384	12	11.679260	16384	442281	0
16384	12	21.991155	16384	516681	0
16384	12	12.607175	16384	489047	0
16384	12	15.226333	16384	576247	0
16384	12	13.040803	16384	550694	0
16384	12	10.887717	16384	398507	0
16384	51	17.966626	16384	1707182	0
16384	51	18.370498	16384	1705824	0
16384	51	19.809758	16384	1701484	0
16384	51	15.752483	16384	1706980	0
16384	51	17.793145	16384	1704787	0
16384	51	18.456123	16384	1707238	0
16384	51	22.248345	16384	1709279	0
16384	51	17.276772	16384	1707325	0
16384	51	16.867798	16384	1707510	0
16384	51	18.081260	16384	1704149	0
16384	93	16.325125	16384	1761720	0
16384	93	30.945342	16384	1767340	0
16384	93	15.995300	16384	1761639	0
16384	93	14.436025	16384	1761748	0
16384	93	15.577651	16384	1760231	0
16384	93	15.417063	16384	1761819	0
16384	93	15.829866	16384	1761144	0
16384	93	16.736145	16384	1763023	0
16384	93	17.000420	16384	1762808	0
16384	93	16.844902	16384	1762184	0
32768	1	9.429398	262144	158992	0
32768	1	9.702434	262144	179415	0
32768	1	9.404485	262144	158500	0
32768	1	10.568704	262144	173517	0
32768	1	9.423185	262144	184917	0
32768	1	11.660630	262144	162981	0
32768	1	14.465154	262144	146038	0
32768	1	9.924656	262144	147246	0
32768	1	10.427568	262144	241201	0
32768	1	9.529680	262144	163306	0
32768	5	14.285278	52428	548295	0
32768	5	11.220814	52428	603310	0
32768	5	11.289534	52428	575857	0
32768	5	9.658313	52428	253076	0
32768	5	10.133630	52428	390775	0
32768	5	12.549969	52428	657154	0
32768	5	11.383017	52428	665047	0
32768	5	9.894561	52428	371887	0
32768	5	10.188219	52428	505293	0
32768	5	11.400761	52428	685212	0
32768	12	21.630955	32768	1699458	0
32768	12	21.662797	32768	1708558	0
32768	12	21.467123	32768	1743422	0
32768	12	21.228866	32768	1691256	0
32768	12	28.600333	32768	2382117	0
32768	12	21.166943	32768	1676213	0
32768	12	21.119934	32768	1689097	0
32768	12	20.388572	32768	1687774	0
32768	12	24.741727	32768	1828971	0
32768	12	18.555428	32768	1571523	0
32768	51	31.398619	32768	3415087	0
32768	51	26.036746	32768	3414864	0
32768	51	28.952309	32768	3412685	0
32768	51	27.393630	32768	3412710	0
32768	51	28.080867	32768	3411485	0
32768	51	26.274332	32768	3404454	0
32768	51	26.983033	32768	3414004	0
32768	51	26.608395	32768	3406683	0
32768	51	28.325968	32768	3414140	0
32768	51	26.888702	32768	3402309	0
32768	93	32.889047	32768	3523178	0
32768	93	23.559026	32768	3518361	0
32768	93	25.405343	32768	3520175	0
32768	93	27.862880	32768	3519239	0
32768	93	24.559625	32768	3519255	0
32768	93	30.231790	32768	3520539	0
32768	93	24.089711	32768	3519426	0
32768	93	22.554956	32768	3520800	0
32768	93	29.140681	32768	3519967	0
32768	93	22.077390	32768	3520337	0
