L	D	resultado	R	PAPI_L3_TCM	fallo
3072	12	10.385404	3072	153	0
3072	51	10.621888	3072	826	0
3072	51	50.961719	3072	9386	0
3072	51	10.381628	3072	939	0
3072	51	10.122161	3072	498	0
3072	51	11.246914	3072	4099	0
3072	51	12.581732	3072	2773	0
3072	51	10.275807	3072	467	0
3072	51	10.371120	3072	772	0
3072	51	10.361953	3072	1230	0
3072	51	11.098516	3072	610	0
3072	93	11.752344	3072	3018	0
3072	93	11.293607	3072	2219	0
3072	93	11.038581	3072	1568	0
3072	93	12.902500	3072	2254	0
3072	93	12.480117	3072	4339	0
3072	93	11.279401	3072	1922	0
3072	93	12.308724	3072	2785	0
3072	93	11.248437	3072	1227	0
3072	93	11.102917	3072	1078	0
3072	93	10.792878	3072	1452	0
8192	1	9.340713	65536	1630	0
8192	1	9.326315	65536	1355	0
8192	1	9.170591	65536	1716	0
8192	1	9.140988	65536	977	0
8192	1	9.314274	65536	2584	0
8192	1	9.353467	65536	1920	0
8192	1	9.451822	65536	2817	0
8192	1	10.700278	65536	5332	0
8192	1	9.256277	65536	1409	0
8192	1	9.523474	65536	2505	0
8192	5	9.419251	13107	1373	0
8192	5	9.558517	13107	197	0
8192	5	9.308296	13107	791	0
8192	5	9.477314	13107	720	0
8192	5	9.504973	13107	331	0
8192	5	10.109944	13107	2088	0
8192	5	10.916841	13107	2763	0
8192	5	9.300053	13107	608	0
8192	5	10.295088	13107	949	0
8192	5	9.771307	13107	10264	0
8192	12	11.631377	8192	5286	0
8192	12	11.446816	8192	5757	0
8192	12	11.096548	8192	5230	0
8192	12	10.730962	8192	1437	0
8192	12	10.723193	8192	1811	0
8192	12	10.703882	8192	929	0
8192	12	11.106201	8192	5887	0
8192	12	10.681182	8192	1508	0
8192	12	10.763726	8192	2408	0
8192	12	12.163315	8192	5432	0
8192	51	13.981118	8192	16998	0
8192	51	13.127676	8192	6664	0
8192	51	15.688384	8192	22658	0
8192	51	13.151016	8192	6361	0
8192	51	15.364082	8192	10001	0
8192	51	13.293369	8192	9038	0
8192	51	13.084639	8192	6557	0
8192	51	29.742588	8192	29349	0
8192	51	13.198398	8192	7208	0
8192	51	14.793242	8192	10140	0
8192	93	13.487231	8192	9306	0
8192	93	13.957812	8192	17007	0
8192	93	13.503491	8192	9120	0
8192	93	13.653726	8192	15026	0
8192	93	13.502896	8192	11804	0
8192	93	14.640962	8192	36220	0
8192	93	13.418364	8192	9099	0
8192	93	16.056548	8192	53787	0
8192	93	14.221792	8192	9171	0
8192	93	13.362378	8192	8741	0
16384	1	9.677440	131072	21513	0
16384	1	9.384183	131072	27756	0
16384	1	11.251902	131072	48456	0
16384	1	11.198175	131072	35729	0
16384	1	9.463769	131072	25476	0
16384	1	10.448410	131072	50425	0
16384	1	9.245218	131072	12586	0
16384	1	9.230850	131072	25851	0
16384	1	10.280828	131072	18166	0
16384	1	9.293839	131072	19387	0
16384	5	9.803061	26214	47931	0
16384	5	9.263507	26214	2234	0
16384	5	9.815113	26214	27367	0
16384	5	9.608801	26214	38520	0
16384	5	14.426502	26214	50204	0
16384	5	10.115016	26214	48617	0
16384	5	9.449007	26214	3564	0
16384	5	9.546426	26214	46581	0
16384	5	9.613840	26214	53014	0
16384	5	9.923330	26214	33588	0
16384	12	13.669922	16384	161335	0
16384	12	15.536130	16384	152232	0
16384	12	23.125835	16384	274318	0
16384	12	16.526138	16384	185085	0
16384	12	13.546379	16384	145905	0
16384	12	13.014736	16384	93873	0
16384	12	14.299546	16384	201874	0
16384	12	13.833828	16384	168879	0
16384	12	14.679868	16384	161962	0
16384	12	13.701960	16384	136580	0
16384	51	20.192251	16384	156215	0
16384	51	23.418718	16384	237268	0
16384	51	23.559043	16384	220455	0
16384	51	17.146750	16384	101548	0
16384	51	20.689753	16384	186264	0
16384	51	18.307036	16384	111736	0
16384	51	23.359902	16384	232585	0
16384	51	20.477346	16384	164287	0
16384	51	19.371848	16384	165006	0
16384	51	17.007429	16384	120910	0
16384	93	16.538975	16384	111067	0
16384	93	17.098008	16384	109613	0
16384	93	16.453005	16384	90660	0
16384	93	15.575359	16384	57320	0
16384	93	16.216152	16384	66441	0
16384	93	16.546858	16384	104576	0
16384	93	15.838164	16384	84358	0
16384	93	16.887092	16384	95584	0
16384	93	17.478796	16384	77246	0
16384	93	17.158308	16384	112879	0
32768	1	9.597845	262144	73545	0
32768	1	12.332905	262144	89804	0
32768	1	11.085004	262144	56458	0
32768	1	13.220603	262144	103500	0
32768	1	9.608570	262144	111654	0
32768	1	9.723022	262144	96019	0
32768	1	9.376709	262144	58637	0
32768	1	12.434472	262144	81759	0
32768	1	9.522200	262144	67455	0
32768	1	11.172274	262144	78774	0
32768	5	17.833068	52428	125208	0
32768	5	15.580130	52428	171562	0
32768	5	16.940829	52428	233758	0
32768	5	12.771690	52428	151298	0
32768	5	12.238082	52428	256805	0
32768	5	11.732724	52428	331605	0
32768	5	11.414918	52428	270737	0
32768	5	10.020606	52428	264392	0
32768	5	10.421369	52428	153641	0
32768	5	11.436256	52428	423775	0
32768	12	23.417546	32768	1028083	0
32768	12	20.792762	32768	837387	0
32768	12	21.530490	32768	918741	0
32768	12	20.520817	32768	890539	0
32768	12	25.982841	32768	1035286	0
32768	12	19.003590	32768	837430	0
32768	12	17.955040	32768	804651	0
32768	12	17.317566	32768	750328	0
32768	12	23.937791	32768	918378	0
32768	12	18.685637	32768	797390	0
32768	51	28.655968	32768	1070021	0
32768	51	28.698984	32768	1038816	0
32768	51	29.332899	32768	1051707	0
32768	51	29.725137	32768	1048069	0
32768	51	28.790312	32768	1050647	0
32768	51	30.931690	32768	1051918	0
32768	51	29.721169	32768	1102147	0
32768	51	34.308274	32768	1375624	0
32768	51	30.018538	32768	1086731	0
32768	51	31.398370	32768	1149562	0
32768	93	22.787041	32768	551993	0
32768	93	31.824645	32768	990703	0
32768	93	22.659451	32768	569784	0
32768	93	28.379772	32768	720511	0
32768	93	22.461932	32768	574929	0
32768	93	30.245886	32768	853188	0
32768	93	24.911537	32768	668732	0
32768	93	22.874796	32768	611398	0
32768	93	25.002096	32768	654997	0
32768	93	27.410789	32768	768456	0
