L	D	resultado	R	PAPI_L2_TCA	fallo
3072	51	12.493203	3072	327142	0
3072	51	11.202591	3072	326789	0
3072	51	10.528698	3072	326488	0
3072	93	11.325807	3072	330779	0
3072	93	13.108672	3072	331205	0
3072	93	12.060104	3072	330862	0
3072	93	11.160378	3072	330166	0
3072	93	10.999948	3072	330027	0
3072	93	34.803789	3072	334181	0
3072	93	11.505794	3072	330328	0
3072	93	11.281693	3072	330521	0
3072	93	11.527396	3072	330110	0
3072	93	11.147083	3072	330246	0
8192	1	9.378882	65536	1230097	0
8192	1	9.157941	65536	1229489	0
8192	1	10.243486	65536	1231912	0
8192	1	9.472815	65536	1230084	0
8192	1	9.294263	65536	1229573	0
8192	1	9.164451	65536	1229641	0
8192	1	9.149937	65536	1229308	0
8192	1	11.281045	65536	1230586	0
8192	1	9.458431	65536	1230255	0
8192	1	9.147350	65536	1229191	0
8192	5	9.353353	13107	901422	0
8192	5	9.249204	13107	901309	0
8192	5	9.230771	13107	901151	0
8192	5	10.221018	13107	901859	0
8192	5	9.308724	13107	901406	0
8192	5	9.274314	13107	901576	0
8192	5	9.229859	13107	901560	0
8192	5	9.229545	13107	901500	0
8192	5	9.258094	13107	901355	0
8192	5	9.253245	13107	901500	0
8192	12	12.077979	8192	870866	0
8192	12	10.887554	8192	870715	0
8192	12	10.769209	8192	870512	0
8192	12	10.716206	8192	870565	0
8192	12	13.519834	8192	871592	0
8192	12	10.727017	8192	870918	0
8192	12	10.692158	8192	870453	0
8192	12	10.945107	8192	870577	0
8192	12	10.824429	8192	870609	0
8192	12	11.035962	8192	870611	0
8192	51	13.105132	8192	881683	0
8192	51	13.818584	8192	881612	0
8192	51	13.176973	8192	881550	0
8192	51	15.357485	8192	881591	0
8192	51	13.204541	8192	881676	0
8192	51	13.085518	8192	881513	0
8192	51	13.780166	8192	881727	0
8192	51	13.131851	8192	881540	0
8192	51	15.554214	8192	881913	0
8192	51	13.174497	8192	881431	0
8192	93	15.430454	8192	890263	0
8192	93	14.560186	8192	890886	0
8192	93	13.602241	8192	889997	0
8192	93	13.640835	8192	890128	0
8192	93	13.746655	8192	890200	0
8192	93	13.350156	8192	890914	0
8192	93	13.895674	8192	890614	0
8192	93	13.370088	8192	890334	0
8192	93	13.880029	8192	890100	0
8192	93	13.276558	8192	890314	0
16384	1	9.509584	131072	2461220	0
16384	1	9.404837	131072	2461497	0
16384	1	9.368739	131072	2459495	0
16384	1	9.809319	131072	2460571	0
16384	1	13.021526	131072	2460910	0
16384	1	9.715484	131072	2460366	0
16384	1	9.373356	131072	2459857	0
16384	1	9.253629	131072	2459722	0
16384	1	9.730594	131072	2460626	0
16384	1	9.245140	131072	2459862	0
16384	5	10.289218	26214	1803506	0
16384	5	9.785574	26214	1803088	0
16384	5	9.544176	26214	1802983	0
16384	5	9.729244	26214	1802709	0
16384	5	11.299919	26214	1805010	0
16384	5	9.636280	26214	1802748	0
16384	5	10.084883	26214	1803809	0
16384	5	9.443922	26214	1802908	0
16384	5	9.957453	26214	1803248	0
16384	5	9.582553	26214	1802671	0
16384	12	11.512886	16384	1741198	0
16384	12	12.041365	16384	1741220	0
16384	12	17.563757	16384	1744273	0
16384	12	13.969246	16384	1741350	0
16384	12	12.866423	16384	1741191	0
16384	12	11.628071	16384	1741722	0
16384	12	12.429478	16384	1741173	0
16384	12	12.278787	16384	1741411	0
16384	12	14.387480	16384	1742167	0
16384	12	12.874783	16384	1741239	0
16384	51	21.756001	16384	1764003	0
16384	51	18.700701	16384	1763610	0
16384	51	19.641865	16384	1763063	0
16384	51	17.924272	16384	1763362	0
16384	51	18.828611	16384	1763275	0
16384	51	18.549783	16384	1763409	0
16384	51	17.292080	16384	1763314	0
16384	51	17.740193	16384	1763120	0
16384	51	19.542266	16384	1763503	0
16384	51	19.643210	16384	1763462	0
16384	93	18.068206	16384	1780485	0
16384	93	18.690403	16384	1781310	0
16384	93	16.537583	16384	1780482	0
16384	93	17.564768	16384	1780598	0
16384	93	16.262629	16384	1780175	0
16384	93	19.000715	16384	1781852	0
16384	93	16.372944	16384	1780497	0
16384	93	16.054216	16384	1781324	0
16384	93	19.708022	16384	1782592	0
16384	93	18.345352	16384	1780539	0
32768	1	9.594047	262144	4930617	0
32768	1	9.727166	262144	4927808	0
32768	1	11.924606	262144	4932388	0
32768	1	14.643808	262144	4934464	0
32768	1	10.143732	262144	4927643	0
32768	1	9.757013	262144	4934482	0
32768	1	13.859047	262144	4934204	0
32768	1	10.101675	262144	4934059	0
32768	1	10.866191	262144	4933973	0
32768	1	14.816530	262144	4929689	0
32768	5	12.777959	52428	3614707	0
32768	5	11.425167	52428	3613964	0
32768	5	10.939910	52428	3614690	0
32768	5	13.571674	52428	3617148	0
32768	5	11.444542	52428	3615126	0
32768	5	11.754704	52428	3614570	0
32768	5	10.562654	52428	3614141	0
32768	5	10.053191	52428	3614217	0
32768	5	11.709310	52428	3614599	0
32768	5	11.675674	52428	3614808	0
32768	12	24.096833	32768	3496991	0
32768	12	25.718613	32768	3498038	0
32768	12	21.357742	32768	3495992	0
32768	12	18.867468	32768	3496222	0
32768	12	17.799219	32768	3496178	0
32768	12	23.363284	32768	3497286	0
32768	12	17.934550	32768	3496096	0
32768	12	20.414497	32768	3495837	0
32768	12	20.695743	32768	3495730	0
32768	12	26.752013	32768	3498192	0
32768	51	28.298975	32768	3526830	0
32768	51	37.364610	32768	3528973	0
32768	51	28.991307	32768	3527493	0
32768	51	28.545701	32768	3529387	0
32768	51	27.914585	32768	3527419	0
32768	51	25.991849	32768	3528129	0
32768	51	27.441440	32768	3527712	0
32768	51	26.819865	32768	3527150	0
32768	51	28.842433	32768	3527843	0
32768	51	26.291670	32768	3527774	0
32768	93	23.835494	32768	3560954	0
32768	93	27.052047	32768	3561424	0
32768	93	29.247334	32768	3563210	0
32768	93	25.378415	32768	3561332	0
32768	93	23.688863	32768	3561379	0
32768	93	29.233045	32768	3563816	0
32768	93	27.712199	32768	3562293	0
32768	93	22.651710	32768	3561168	0
32768	93	26.449053	32768	3560911	0
32768	93	28.321197	32768	3560896	0
