L	D	resultado	R	PAPI_LD_INS	fallo
3072	51	11.225534	3072	3375858	0
3072	93	11.574727	3072	3380162	0
3072	93	11.358229	3072	3380159	0
3072	93	11.687943	3072	3379533	0
3072	93	11.519440	3072	3379619	0
3072	93	11.593438	3072	3380159	0
3072	93	15.128343	3072	3380160	0
3072	93	11.275234	3072	3380160	0
3072	93	12.195534	3072	3379909	0
3072	93	11.656159	3072	3380021	0
3072	93	11.261081	3072	3379749	0
8192	1	9.363195	65536	72091158	0
8192	1	9.555807	65536	72090940	0
8192	1	9.119279	65536	72090987	0
8192	1	9.182191	65536	72091227	0
8192	1	9.566910	65536	72091138	0
8192	1	9.467020	65536	72091063	0
8192	1	9.133886	65536	72091172	0
8192	1	9.165306	65536	72091113	0
8192	1	9.402753	65536	72091309	0
8192	1	9.158065	65536	72090874	0
8192	5	9.573339	13107	14418847	0
8192	5	9.371160	13107	14418818	0
8192	5	9.257978	13107	14418886	0
8192	5	9.319991	13107	14418740	0
8192	5	9.245640	13107	14418731	0
8192	5	9.267521	13107	14418728	0
8192	5	9.842298	13107	14417626	0
8192	5	9.758972	13107	14417602	0
8192	5	9.298814	13107	14418826	0
8192	5	9.289982	13107	14419027	0
8192	12	11.426650	8192	9012132	0
8192	12	10.772534	8192	9012159	0
8192	12	10.708960	8192	9012151	0
8192	12	10.646323	8192	9012088	0
8192	12	11.201973	8192	9012162	0
8192	12	10.727427	8192	9012155	0
8192	12	10.665464	8192	9012153	0
8192	12	11.130386	8192	9010372	0
8192	12	11.161631	8192	9012253	0
8192	12	10.774668	8192	9012238	0
8192	51	14.238188	8192	9012338	0
8192	51	14.573174	8192	9012137	0
8192	51	13.312158	8192	9009519	0
8192	51	14.532900	8192	9006867	0
8192	51	13.532788	8192	9009789	0
8192	51	13.126953	8192	9012157	0
8192	51	14.020264	8192	9011439	0
8192	51	14.312598	8192	9000275	0
8192	51	15.816743	8192	8972499	0
8192	51	14.307559	8192	9012063	0
8192	93	13.263398	8192	9012162	0
8192	93	17.237505	8192	9012271	0
8192	93	18.055068	8192	8944731	0
8192	93	15.984565	8192	9011732	0
8192	93	15.076553	8192	9012242	0
8192	93	14.258838	8192	9011729	0
8192	93	15.513608	8192	9011077	0
8192	93	13.343271	8192	9011468	0
8192	93	14.613813	8192	9011950	0
8192	93	13.359546	8192	9011978	0
16384	1	9.228448	131072	144181090	0
16384	1	9.414665	131072	144181709	0
16384	1	9.422010	131072	144181808	0
16384	1	9.232875	131072	144181923	0
16384	1	9.611268	131072	144181447	0
16384	1	9.477068	131072	144180935	0
16384	1	9.160781	131072	144181318	0
16384	1	9.407802	131072	144181028	0
16384	1	9.365204	131072	144181755	0
16384	1	9.243541	131072	144181291	0
16384	5	9.605628	26214	28835998	0
16384	5	9.542989	26214	28836109	0
16384	5	9.509018	26214	28836438	0
16384	5	9.426180	26214	28836563	0
16384	5	9.812279	26214	28836177	0
16384	5	9.596651	26214	28836568	0
16384	5	10.388809	26214	28834843	0
16384	5	9.408150	26214	28836597	0
16384	5	9.735111	26214	28836545	0
16384	5	9.288638	26214	28836477	0
16384	12	12.690505	16384	18023444	0
16384	12	14.768633	16384	18023542	0
16384	12	13.319622	16384	18023445	0
16384	12	18.439917	16384	18015689	0
16384	12	13.356526	16384	18023662	0
16384	12	13.312151	16384	18014180	0
16384	12	13.452334	16384	18023603	0
16384	12	12.852000	16384	18023612	0
16384	12	14.318152	16384	18023553	0
16384	12	11.803945	16384	18023241	0
16384	51	18.582605	16384	18023096	0
16384	51	21.215046	16384	18019174	0
16384	51	17.215767	16384	18022995	0
16384	51	17.783191	16384	18023191	0
16384	51	19.711685	16384	18022428	0
16384	51	23.859180	16384	17982309	0
16384	51	20.346333	16384	18021115	0
16384	51	18.369790	16384	18021784	0
16384	51	18.674827	16384	18021270	0
16384	51	21.292979	16384	18003769	0
16384	93	18.792412	16384	18000299	0
16384	93	21.518416	16384	17990057	0
16384	93	23.431875	16384	18005273	0
16384	93	21.212026	16384	18008130	0
16384	93	17.322834	16384	18023464	0
16384	93	17.765977	16384	18023543	0
16384	93	18.091003	16384	18012918	0
16384	93	20.934443	16384	17974859	0
16384	93	22.433887	16384	17958848	0
16384	93	18.872920	16384	17989960	0
32768	1	9.457489	262144	288361321	0
32768	1	11.210844	262144	288363155	0
32768	1	9.454312	262144	288361301	0
32768	1	9.416236	262144	288361794	0
32768	1	13.223000	262144	288362792	0
32768	1	9.987517	262144	288361612	0
32768	1	12.362806	262144	288363901	0
32768	1	12.833885	262144	288363238	0
32768	1	11.786580	262144	288362292	0
32768	1	14.721274	262144	288363125	0
32768	5	19.044084	52428	57672647	0
32768	5	16.642949	52428	57672296	0
32768	5	14.534086	52428	57672266	0
32768	5	13.415232	52428	57672255	0
32768	5	12.881916	52428	57672196	0
32768	5	12.593767	52428	57671219	0
32768	5	12.255434	52428	57670738	0
32768	5	10.872040	52428	57670453	0
32768	5	10.297112	52428	57672111	0
32768	5	10.385754	52428	57672164	0
32768	12	21.989746	32768	36042212	0
32768	12	21.265526	32768	36038233	0
32768	12	22.785717	32768	36043073	0
32768	12	22.581145	32768	36039346	0
32768	12	21.839346	32768	36039631	0
32768	12	22.744966	32768	36039253	0
32768	12	23.002184	32768	36038635	0
32768	12	21.113254	32768	36038596	0
32768	12	23.353479	32768	36038779	0
32768	12	23.350847	32768	36039566	0
32768	51	29.463759	32768	36044494	0
32768	51	30.023359	32768	36036929	0
32768	51	27.680173	32768	36044681	0
32768	51	29.812385	32768	36034992	0
32768	51	27.505083	32768	36043735	0
32768	51	29.602955	32768	36035259	0
32768	51	28.494167	32768	36032803	0
32768	51	30.283494	32768	36014505	0
32768	51	27.820647	32768	36043112	0
32768	51	30.073092	32768	36034925	0
32768	93	26.868582	32768	36042491	0
32768	93	25.218938	32768	36040357	0
32768	93	28.320989	32768	36035373	0
32768	93	26.378247	32768	36044809	0
32768	93	29.775596	32768	36045205	0
32768	93	30.530662	32768	36045026	0
32768	93	27.813486	32768	36045354	0
32768	93	29.853258	32768	36046863	0
32768	93	31.080870	32768	36046705	0
32768	93	33.369173	32768	36045225	0
