L	D	resultado	R	PAPI_L2_TCM	fallo
2048	51	10.877637	2048	28212	0
2048	51	11.922285	2048	20096	0
2048	51	10.713926	2048	22841	0
2048	51	10.252520	2048	25974	0
2048	51	10.305469	2048	18962	0
2048	51	11.268789	2048	21638	0
2048	51	10.569395	2048	20681	0
2048	93	10.449590	2048	10849	0
2048	93	10.055859	2048	8559	0
2048	93	10.246094	2048	31023	0
2048	93	10.599238	2048	8961	0
2048	93	10.128867	2048	11349	0
2048	93	11.187461	2048	12365	0
2048	93	10.036699	2048	15167	0
2048	93	13.069766	2048	11995	0
2048	93	10.122051	2048	8913	0
2048	93	10.071523	2048	8437	0
3072	1	9.149948	24576	7834	0
3072	1	9.182801	24576	10935	0
3072	1	9.125854	24576	7240	0
3072	1	9.110482	24576	6466	0
3072	1	9.527280	24576	9856	0
3072	1	9.136323	24576	6118	0
3072	1	9.111711	24576	7589	0
3072	1	9.165775	24576	5369	0
3072	1	9.103875	24576	6348	0
3072	1	9.684884	24576	11536	0
3072	5	9.383634	4915	4611	0
3072	5	9.172468	4915	5548	0
3072	5	9.318926	4915	4253	0
3072	5	9.177082	4915	4206	0
3072	5	10.352122	4915	7155	0
3072	5	9.290751	4915	5025	0
3072	5	9.374413	4915	7198	0
3072	5	9.199854	4915	2395	0
3072	5	9.175129	4915	5381	0
3072	5	9.305856	4915	1321	0
3072	12	10.204310	3072	37380	0
3072	12	10.250573	3072	40075	0
3072	12	10.305352	3072	47411	0
3072	12	10.455781	3072	39717	0
3072	12	10.119154	3072	36601	0
3072	12	10.021003	3072	37296	0
3072	12	10.333021	3072	41733	0
3072	12	10.523659	3072	36429	0
3072	12	10.283503	3072	47441	0
3072	12	10.194557	3072	47513	0
3072	51	10.603919	3072	97364	0
3072	51	10.837760	3072	74163	0
3072	51	10.816107	3072	76597	0
3072	51	10.700872	3072	103343	0
3072	51	10.456784	3072	50296	0
3072	51	12.817747	3072	98992	0
3072	51	10.269701	3072	27257	0
3072	51	10.481849	3072	41930	0
3072	51	10.044805	3072	18688	0
3072	51	10.182852	3072	23789	0
3072	93	11.274805	3072	58491	0
3072	93	10.994805	3072	39314	0
3072	93	11.335104	3072	99963	0
3072	93	13.912826	3072	101870	0
3072	93	12.001419	3072	81647	0
3072	93	11.040378	3072	53571	0
3072	93	11.262682	3072	108637	0
3072	93	11.470937	3072	71603	0
3072	93	10.830208	3072	48071	0
3072	93	11.303906	3072	69955	0
8192	1	9.310121	65536	24863	0
8192	1	9.273519	65536	24142	0
8192	1	9.283934	65536	25072	0
8192	1	9.191255	65536	24378	0
8192	1	9.519054	65536	27856	0
8192	1	9.256859	65536	25601	0
8192	1	9.120224	65536	22979	0
8192	1	9.220526	65536	23805	0
8192	1	9.492495	65536	25953	0
8192	1	9.209437	65536	25541	0
8192	5	9.247831	13107	20307	0
8192	5	9.344594	13107	21680	0
8192	5	9.230402	13107	23364	0
8192	5	9.663523	13107	25172	0
8192	5	9.337115	13107	21554	0
8192	5	9.250199	13107	23063	0
8192	5	9.260636	13107	23924	0
8192	5	9.436884	13107	27021	0
8192	5	9.323626	13107	28734	0
8192	5	9.219272	13107	21225	0
8192	12	11.841729	8192	192133	0
8192	12	10.822622	8192	199337	0
8192	12	10.874038	8192	198810	0
8192	12	10.721548	8192	207345	0
8192	12	12.801680	8192	175440	0
8192	12	10.830107	8192	198270	0
8192	12	10.785503	8192	204374	0
8192	12	10.754878	8192	194672	0
8192	12	11.069844	8192	210852	0
8192	12	10.715356	8192	202800	0
8192	51	13.661396	8192	853605	0
8192	51	14.374824	8192	850030	0
8192	51	13.213496	8192	852912	0
8192	51	14.104443	8192	849897	0
8192	51	14.416211	8192	853481	0
8192	51	13.191504	8192	851916	0
8192	51	14.642114	8192	854337	0
8192	51	14.393442	8192	851495	0
8192	51	13.195947	8192	851142	0
8192	51	14.245063	8192	851584	0
8192	93	13.766743	8192	880785	0
8192	93	15.460161	8192	877153	0
8192	93	13.307695	8192	878948	0
8192	93	14.711016	8192	877984	0
8192	93	15.734478	8192	881570	0
8192	93	14.596299	8192	878986	0
8192	93	14.656787	8192	880812	0
8192	93	13.478647	8192	880384	0
8192	93	14.031650	8192	878898	0
8192	93	13.352339	8192	880132	0
16384	1	9.335717	131072	60352	0
16384	1	9.510649	131072	59641	0
16384	1	9.273095	131072	49193	0
16384	1	9.315225	131072	59213	0
16384	1	9.406501	131072	57949	0
16384	1	9.353761	131072	60050	0
16384	1	9.256332	131072	53707	0
16384	1	9.359015	131072	56011	0
16384	1	9.315253	131072	59282	0
16384	1	9.203898	131072	52639	0
16384	5	9.544512	26214	50454	0
16384	5	9.468710	26214	50203	0
16384	5	9.409129	26214	51645	0
16384	5	9.532598	26214	51330	0
16384	5	9.811025	26214	73599	0
16384	5	9.381624	26214	53659	0
16384	5	9.788038	26214	50359	0
16384	5	9.435946	26214	59690	0
16384	5	9.237467	26214	40087	0
16384	5	9.477972	26214	55915	0
16384	12	11.261726	16384	411878	0
16384	12	15.923267	16384	510325	0
16384	12	11.265967	16384	418621	0
16384	12	11.698826	16384	442390	0
16384	12	12.534175	16384	470790	0
16384	12	10.970313	16384	400100	0
16384	12	17.082603	16384	482278	0
16384	12	12.399470	16384	491147	0
16384	12	21.753022	16384	524739	0
16384	12	14.254089	16384	489462	0
16384	51	20.957993	16384	1707200	0
16384	51	21.167783	16384	1701294	0
16384	51	18.632900	16384	1707230	0
16384	51	17.955720	16384	1705750	0
16384	51	21.071494	16384	1705144	0
16384	51	21.152410	16384	1709187	0
16384	51	18.385771	16384	1705702	0
16384	51	17.955962	16384	1705410	0
16384	51	21.507974	16384	1703747	0
16384	51	22.538633	16384	1705116	0
16384	93	21.190012	16384	1762178	0
16384	93	22.388892	16384	1760486	0
16384	93	20.342166	16384	1760350	0
16384	93	17.868267	16384	1760731	0
16384	93	17.996807	16384	1759795	0
16384	93	21.380457	16384	1761190	0
16384	93	18.587690	16384	1760958	0
16384	93	16.816614	16384	1761625	0
16384	93	17.893564	16384	1760915	0
16384	93	16.365642	16384	1758924	0
32768	1	9.376211	262144	189541	0
32768	1	9.390246	262144	165920	0
32768	1	12.719918	262144	169336	0
32768	1	9.762693	262144	150758	0
32768	1	14.860045	262144	139791	0
32768	1	14.556501	262144	137936	0
32768	1	13.786093	262144	127058	0
32768	1	14.894114	262144	146828	0
32768	1	10.496241	262144	149312	0
32768	1	14.321929	262144	145637	0
32768	5	17.962328	52428	217247	0
32768	5	15.178584	52428	421169	0
32768	5	14.638184	52428	642292	0
32768	5	13.315047	52428	450380	0
32768	5	12.783877	52428	519976	0
32768	5	11.526340	52428	512702	0
32768	5	10.286621	52428	493292	0
32768	5	10.040091	52428	243735	0
32768	5	12.108993	52428	1188917	0
32768	5	13.704004	52428	901431	0
32768	12	23.016666	32768	1776211	0
32768	12	24.953586	32768	2252412	0
32768	12	22.410017	32768	1884204	0
32768	12	22.652587	32768	1909164	0
32768	12	20.614735	32768	1565818	0
32768	12	21.832422	32768	1807170	0
32768	12	22.125778	32768	1842423	0
32768	12	20.086858	32768	1530201	0
32768	12	19.869385	32768	1764842	0
32768	12	18.031459	32768	1669015	0
32768	51	27.230820	32768	3411170	0
32768	51	29.509656	32768	3406480	0
32768	51	27.648899	32768	3401771	0
32768	51	31.075964	32768	3409931	0
32768	51	27.634452	32768	3410278	0
32768	51	29.471703	32768	3411044	0
32768	51	27.402878	32768	3402436	0
32768	51	29.607769	32768	3415226	0
32768	51	26.932395	32768	3413366	0
32768	51	29.780063	32768	3414950	0
32768	93	26.682957	32768	3518186	0
32768	93	29.655303	32768	3517779	0
32768	93	31.786454	32768	3515853	0
32768	93	31.646015	32768	3518448	0
32768	93	32.410244	32768	3515513	0
32768	93	33.256787	32768	3518797	0
32768	93	28.290585	32768	3520320	0
32768	93	31.030761	32768	3519349	0
32768	93	28.629769	32768	3518097	0
32768	93	26.494119	32768	3519485	0
