L	D	resultado	R	PAPI_L3_TCA	fallo
3072	51	10.515703	3072	107624	0
3072	51	11.444375	3072	66328	0
3072	93	10.928971	3072	63513	0
3072	93	11.241380	3072	75678	0
3072	93	11.173307	3072	84459	0
3072	93	13.287214	3072	70287	0
3072	93	11.067773	3072	65213	0
3072	93	11.416419	3072	94998	0
3072	93	11.103841	3072	41804	0
3072	93	13.392891	3072	56163	0
3072	93	11.048008	3072	70989	0
3072	93	11.760169	3072	98495	0
8192	1	9.168715	65536	23434	0
8192	1	9.456144	65536	25964	0
8192	1	9.329611	65536	25323	0
8192	1	9.397994	65536	24758	0
8192	1	9.244013	65536	24800	0
8192	1	9.455245	65536	28147	0
8192	1	9.321728	65536	25621	0
8192	1	9.118323	65536	23392	0
8192	1	9.164508	65536	24171	0
8192	1	9.198857	65536	25060	0
8192	5	9.448118	13107	34928	0
8192	5	9.236274	13107	20346	0
8192	5	9.912932	13107	24159	0
8192	5	9.489760	13107	24378	0
8192	5	9.274705	13107	22336	0
8192	5	9.236551	13107	20790	0
8192	5	9.535732	13107	26873	0
8192	5	9.316411	13107	21419	0
8192	5	9.223255	13107	20339	0
8192	5	9.834778	13107	22716	0
8192	12	11.448115	8192	211207	0
8192	12	10.689985	8192	201565	0
8192	12	10.678940	8192	194925	0
8192	12	12.330840	8192	204514	0
8192	12	10.749551	8192	202568	0
8192	12	10.726899	8192	202640	0
8192	12	10.675781	8192	193915	0
8192	12	11.457085	8192	212755	0
8192	12	10.885845	8192	200433	0
8192	12	10.663408	8192	194993	0
8192	51	13.741182	8192	854285	0
8192	51	14.136841	8192	852385	0
8192	51	13.437188	8192	853287	0
8192	51	17.992847	8192	849883	0
8192	51	13.070015	8192	851598	0
8192	51	15.956606	8192	854912	0
8192	51	15.237935	8192	851214	0
8192	51	13.175996	8192	849580	0
8192	51	13.845835	8192	851919	0
8192	51	13.174014	8192	853140	0
8192	93	14.457139	8192	880772	0
8192	93	13.459897	8192	878866	0
8192	93	15.386274	8192	877833	0
8192	93	13.419263	8192	880325	0
8192	93	15.029253	8192	877133	0
8192	93	13.427217	8192	880376	0
8192	93	14.631104	8192	878260	0
8192	93	13.316548	8192	880493	0
8192	93	14.893110	8192	877793	0
8192	93	13.250605	8192	880173	0
16384	1	9.173358	131072	47461	0
16384	1	9.323621	131072	56465	0
16384	1	9.355659	131072	54392	0
16384	1	9.305154	131072	55159	0
16384	1	9.259249	131072	55316	0
16384	1	13.250944	131072	54134	0
16384	1	10.397914	131072	54095	0
16384	1	9.608646	131072	60802	0
16384	1	9.476090	131072	62989	0
16384	1	9.387198	131072	62515	0
16384	5	9.766921	26214	74559	0
16384	5	9.485849	26214	105373	0
16384	5	9.766827	26214	75119	0
16384	5	9.327973	26214	50018	0
16384	5	9.640363	26214	52305	0
16384	5	9.465371	26214	74932	0
16384	5	9.290501	26214	44647	0
16384	5	10.133898	26214	67936	0
16384	5	9.356089	26214	47956	0
16384	5	9.927657	26214	66388	0
16384	12	12.538350	16384	440431	0
16384	12	11.689407	16384	462704	0
16384	12	12.936504	16384	461738	0
16384	12	11.539990	16384	439659	0
16384	12	14.265000	16384	446701	0
16384	12	11.737917	16384	447884	0
16384	12	11.612803	16384	402509	0
16384	12	12.992769	16384	453356	0
16384	12	11.379663	16384	414536	0
16384	12	14.983259	16384	477439	0
16384	51	17.259631	16384	1702505	0
16384	51	17.749470	16384	1706447	0
16384	51	22.547957	16384	1705138	0
16384	51	20.276682	16384	1701139	0
16384	51	16.906221	16384	1706551	0
16384	51	17.634700	16384	1702479	0
16384	51	22.417136	16384	1705233	0
16384	51	21.195981	16384	1706756	0
16384	51	26.173725	16384	1709311	0
16384	51	21.037104	16384	1706361	0
16384	93	20.875182	16384	1761267	0
16384	93	21.827188	16384	1761649	0
16384	93	20.747798	16384	1762476	0
16384	93	24.072058	16384	1763279	0
16384	93	24.108145	16384	1762108	0
16384	93	17.051489	16384	1759382	0
16384	93	17.284045	16384	1761232	0
16384	93	18.181406	16384	1761979	0
16384	93	18.166472	16384	1760890	0
16384	93	23.475427	16384	1761598	0
32768	1	9.414442	262144	185834	0
32768	1	11.947846	262144	150980	0
32768	1	14.762138	262144	134553	0
32768	1	9.430992	262144	173788	0
32768	1	9.528688	262144	192066	0
32768	1	12.457916	262144	149990	0
32768	1	14.847474	262144	133087	0
32768	1	13.380812	262144	140120	0
32768	1	13.901271	262144	153154	0
32768	1	14.297133	262144	127602	0
32768	5	18.677928	52428	398070	0
32768	5	15.683623	52428	425066	0
32768	5	14.356696	52428	534056	0
32768	5	12.999512	52428	474785	0
32768	5	12.510925	52428	565392	0
32768	5	11.728219	52428	727743	0
32768	5	10.059769	52428	303886	0
32768	5	10.429522	52428	508583	0
32768	5	11.507434	52428	632985	0
32768	5	11.450021	52428	507240	0
32768	12	19.440231	32768	1557768	0
32768	12	18.900315	32768	1732776	0
32768	12	18.456638	32768	1706050	0
32768	12	17.663848	32768	1475241	0
32768	12	22.051428	32768	1804133	0
32768	12	21.346382	32768	1760626	0
32768	12	22.590135	32768	1942903	0
32768	12	21.306606	32768	1803067	0
32768	12	21.735735	32768	1815384	0
32768	12	20.702910	32768	1502113	0
32768	51	28.754750	32768	3413662	0
32768	51	30.799070	32768	3414475	0
32768	51	28.450955	32768	3406092	0
32768	51	29.640962	32768	3409964	0
32768	51	26.734312	32768	3414393	0
32768	51	29.966771	32768	3408225	0
32768	51	27.637616	32768	3412670	0
32768	51	29.711431	32768	3415423	0
32768	51	27.761777	32768	3405895	0
32768	51	29.120770	32768	3414835	0
32768	93	23.833851	32768	3516763	0
32768	93	26.175027	32768	3518136	0
32768	93	24.573694	32768	3519739	0
32768	93	27.062982	32768	3516783	0
32768	93	30.479608	32768	3515128	0
32768	93	29.798517	32768	3518903	0
32768	93	32.078922	32768	3518787	0
32768	93	26.383812	32768	3521456	0
32768	93	24.893151	32768	3518140	0
32768	93	29.587077	32768	3518418	0
