L	D	resultado	R	PAPI_L1_TCM	fallo
2048	93	10.194062	2048	217847	0
3072	1	9.173797	24576	461158	0
3072	1	9.129229	24576	461103	0
3072	1	9.493130	24576	461697	0
3072	1	9.126995	24576	461149	0
3072	1	9.111704	24576	461131	0
3072	1	9.155173	24576	461377	0
3072	1	9.213125	24576	461482	0
3072	1	9.094777	24576	461056	0
3072	1	9.519642	24576	461686	0
3072	1	9.118753	24576	461388	0
3072	5	9.169953	4915	338228	0
3072	5	9.174665	4915	338263	0
3072	5	9.907320	4915	338238	0
3072	5	9.219280	4915	338212	0
3072	5	9.320985	4915	338217	0
3072	5	9.192716	4915	337954	0
3072	5	9.211776	4915	338091	0
3072	5	9.265815	4915	338121	0
3072	5	9.208203	4915	338022	0
3072	5	9.296545	4915	338177	0
3072	12	10.145807	3072	326304	0
3072	12	10.364831	3072	326430	0
3072	12	10.033359	3072	326140	0
3072	12	10.500430	3072	326437	0
3072	12	10.274505	3072	326239	0
3072	12	10.103802	3072	326404	0
3072	12	10.459141	3072	326605	0
3072	12	10.067565	3072	326489	0
3072	12	10.131523	3072	326370	0
3072	12	10.034948	3072	326539	0
3072	51	10.696432	3072	326543	0
3072	51	10.599206	3072	326513	0
3072	51	10.283568	3072	326417	0
3072	51	10.934544	3072	326601	0
3072	51	10.669466	3072	326250	0
3072	51	10.575755	3072	326651	0
3072	51	10.486432	3072	326482	0
3072	51	10.445169	3072	326607	0
3072	51	10.704987	3072	326492	0
3072	51	11.159792	3072	326528	0
3072	93	11.198021	3072	330748	0
3072	93	12.706510	3072	331023	0
3072	93	12.896172	3072	330612	0
3072	93	12.612865	3072	330978	0
3072	93	11.233320	3072	330206	0
3072	93	11.448203	3072	331106	0
3072	93	11.944935	3072	330402	0
3072	93	12.830026	3072	330949	0
3072	93	11.496758	3072	330145	0
3072	93	13.542747	3072	329850	0
8192	1	9.137468	65536	1229843	0
8192	1	9.151888	65536	1229601	0
8192	1	9.415759	65536	1230282	0
8192	1	9.463818	65536	1230183	0
8192	1	9.160526	65536	1229473	0
8192	1	9.240758	65536	1229575	0
8192	1	9.591289	65536	1230672	0
8192	1	9.177708	65536	1229259	0
8192	1	9.107886	65536	1229517	0
8192	1	9.160704	65536	1229552	0
8192	5	9.592221	13107	901413	0
8192	5	9.290739	13107	901269	0
8192	5	9.288856	13107	901475	0
8192	5	9.242689	13107	901418	0
8192	5	9.831055	13107	901394	0
8192	5	9.367062	13107	901469	0
8192	5	9.200235	13107	901287	0
8192	5	9.198785	13107	901290	0
8192	5	9.393527	13107	901191	0
8192	5	9.239203	13107	901513	0
8192	12	10.710776	8192	870551	0
8192	12	11.442144	8192	870957	0
8192	12	10.933145	8192	870518	0
8192	12	12.182710	8192	871848	0
8192	12	10.692988	8192	870560	0
8192	12	12.618901	8192	871637	0
8192	12	10.822808	8192	870432	0
8192	12	10.633652	8192	870575	0
8192	12	10.653599	8192	870348	0
8192	12	12.142886	8192	870984	0
8192	51	13.349102	8192	881553	0
8192	51	13.707534	8192	881483	0
8192	51	18.861450	8192	881333	0
8192	51	13.507715	8192	881577	0
8192	51	16.364307	8192	882360	0
8192	51	15.746426	8192	881763	0
8192	51	13.396709	8192	881993	0
8192	51	15.655205	8192	881549	0
8192	51	14.253994	8192	881673	0
8192	51	14.531489	8192	881557	0
8192	93	13.795103	8192	890285	0
8192	93	13.696392	8192	890156	0
8192	93	13.351035	8192	890271	0
8192	93	13.847915	8192	890538	0
8192	93	13.257480	8192	890324	0
8192	93	13.800190	8192	890497	0
8192	93	13.382266	8192	890154	0
8192	93	14.429453	8192	890323	0
8192	93	13.390244	8192	890112	0
8192	93	15.952861	8192	889990	0
16384	1	9.474506	131072	2460389	0
16384	1	9.356379	131072	2459926	0
16384	1	9.392814	131072	2460702	0
16384	1	9.339315	131072	2459605	0
16384	1	9.185424	131072	2459043	0
16384	1	9.627957	131072	2464239	0
16384	1	9.381595	131072	2460888	0
16384	1	9.255254	131072	2459383	0
16384	1	9.408393	131072	2460360	0
16384	1	9.385221	131072	2460400	0
16384	5	10.167810	26214	1803011	0
16384	5	9.345058	26214	1803020	0
16384	5	10.119805	26214	1804049	0
16384	5	9.322553	26214	1802821	0
16384	5	9.291485	26214	1802728	0
16384	5	9.314595	26214	1802803	0
16384	5	9.229390	26214	1802824	0
16384	5	10.064981	26214	1802906	0
16384	5	9.356069	26214	1802883	0
16384	5	10.185550	26214	1803369	0
16384	12	13.246924	16384	1741519	0
16384	12	12.893601	16384	1741384	0
16384	12	14.256621	16384	1741552	0
16384	12	12.845193	16384	1741152	0
16384	12	15.929883	16384	1742592	0
16384	12	13.754272	16384	1741436	0
16384	12	16.163552	16384	1743487	0
16384	12	11.378535	16384	1741082	0
16384	12	13.049153	16384	1741215	0
16384	12	13.294290	16384	1741136	0
16384	51	21.459180	16384	1763912	0
16384	51	18.706470	16384	1763431	0
16384	51	17.798845	16384	1763065	0
16384	51	23.097617	16384	1763744	0
16384	51	22.955796	16384	1763964	0
16384	51	17.617615	16384	1763276	0
16384	51	17.197656	16384	1763199	0
16384	51	21.075671	16384	1763205	0
16384	51	23.422969	16384	1763812	0
16384	51	17.755410	16384	1763379	0
16384	93	16.916409	16384	1780429	0
16384	93	15.682542	16384	1780226	0
16384	93	15.960886	16384	1780190	0
16384	93	15.935610	16384	1780519	0
16384	93	16.134409	16384	1780910	0
16384	93	18.388159	16384	1780850	0
16384	93	15.525298	16384	1780178	0
16384	93	16.008755	16384	1780584	0
16384	93	20.941125	16384	1780988	0
16384	93	20.199451	16384	1782036	0
32768	1	9.908003	262144	4935044	0
32768	1	13.927336	262144	4932166	0
32768	1	14.332470	262144	4933454	0
32768	1	14.400881	262144	4931942	0
32768	1	14.911676	262144	4931422	0
32768	1	10.531850	262144	4929977	0
32768	1	14.742936	262144	4930025	0
32768	1	12.531135	262144	4933522	0
32768	1	14.834240	262144	4932590	0
32768	1	10.606887	262144	4932473	0
32768	5	16.526789	52428	3614292	0
32768	5	14.623039	52428	3613645	0
32768	5	12.891337	52428	3614023	0
32768	5	11.115504	52428	3613569	0
32768	5	10.105820	52428	3613387	0
32768	5	10.514022	52428	3614338	0
32768	5	11.897561	52428	3614485	0
32768	5	11.811762	52428	3614909	0
32768	5	10.758780	52428	3613874	0
32768	5	10.049584	52428	3613502	0
32768	12	21.281073	32768	3496946	0
32768	12	22.020736	32768	3497185	0
32768	12	21.273649	32768	3496645	0
32768	12	21.791392	32768	3496189	0
32768	12	21.885834	32768	3498870	0
32768	12	21.567775	32768	3495929	0
32768	12	21.875048	32768	3497384	0
32768	12	22.112463	32768	3497373	0
32768	12	21.176893	32768	3497836	0
32768	12	18.811190	32768	3496525	0
32768	51	31.478184	32768	3528377	0
32768	51	27.683848	32768	3526709	0
32768	51	29.783239	32768	3528044	0
32768	51	29.118290	32768	3528566	0
32768	51	31.073276	32768	3527333	0
32768	51	27.911893	32768	3527218	0
32768	51	29.626052	32768	3527640	0
32768	51	27.249736	32768	3527680	0
32768	51	29.995769	32768	3529571	0
32768	51	27.493040	32768	3526767	0
32768	93	24.973289	32768	3561296	0
32768	93	27.182869	32768	3561132	0
32768	93	24.712217	32768	3563181	0
32768	93	24.195312	32768	3561524	0
32768	93	24.628458	32768	3560946	0
32768	93	25.034856	32768	3560943	0
32768	93	28.018344	32768	3564022	0
32768	93	26.187750	32768	3561368	0
32768	93	30.008685	32768	3563215	0
32768	93	30.763968	32768	3561245	0
